"site","block","service_point_sn","pub_cust_id","meter_sn","meter_type","supply","week","LastDayofWeek","WeeklyConsumption"
"Punggol","PG_B3","3100249958","008927541840","WS500199A","SUB","Indirect","2017_42",2017-10-22,2614
"Punggol","PG_B3","3100249958","008927541840","WS500199A","SUB","Indirect","2017_43",2017-10-29,3335
"Punggol","PG_B3","3100249958","008927541840","WS500199A","SUB","Indirect","2017_44",2017-11-05,3403
"Punggol","PG_B3","3100249958","008927541840","WS500199A","SUB","Indirect","2017_45",2017-11-11,2480
"Punggol","PG_B3","3100249962","008927300650","WS500207A","SUB","Indirect","2017_31",2017-08-06,2219
"Punggol","PG_B3","3100249962","008927300650","WS500207A","SUB","Indirect","2017_32",2017-08-13,2507
"Punggol","PG_B3","3100249962","008927300650","WS500207A","SUB","Indirect","2017_33",2017-08-20,2451
"Punggol","PG_B3","3100249962","008927300650","WS500207A","SUB","Indirect","2017_34",2017-08-27,2371
"Punggol","PG_B3","3100249962","008927300650","WS500207A","SUB","Indirect","2017_35",2017-09-03,2531
"Punggol","PG_B3","3100249962","008927300650","WS500207A","SUB","Indirect","2017_36",2017-09-10,2136
"Punggol","PG_B3","3100249962","008927300650","WS500207A","SUB","Indirect","2017_37",2017-09-17,2669
"Punggol","PG_B3","3100249962","008927300650","WS500207A","SUB","Indirect","2017_38",2017-09-24,2720
"Punggol","PG_B3","3100249962","008927300650","WS500207A","SUB","Indirect","2017_39",2017-10-01,2683
"Punggol","PG_B3","3100249962","008927300650","WS500207A","SUB","Indirect","2017_40",2017-10-08,2982
"Punggol","PG_B3","3100249962","008927300650","WS500207A","SUB","Indirect","2017_41",2017-10-15,2636
"Punggol","PG_B3","3100249962","008927300650","WS500207A","SUB","Indirect","2017_42",2017-10-22,2898
"Punggol","PG_B3","3100249962","008927300650","WS500207A","SUB","Indirect","2017_43",2017-10-29,2838
"Punggol","PG_B3","3100249962","008927300650","WS500207A","SUB","Indirect","2017_44",2017-11-05,2875
"Punggol","PG_B3","3100249962","008927300650","WS500207A","SUB","Indirect","2017_45",2017-11-11,2056
"Punggol","PG_B3","3100249966","008927254485","WS500215A","SUB","Indirect","2017_31",2017-08-06,4387
"Punggol","PG_B3","3100249966","008927254485","WS500215A","SUB","Indirect","2017_32",2017-08-13,4786
"Punggol","PG_B3","3100249966","008927254485","WS500215A","SUB","Indirect","2017_33",2017-08-20,5448
"Punggol","PG_B3","3100249966","008927254485","WS500215A","SUB","Indirect","2017_34",2017-08-27,4503
"Punggol","PG_B3","3100249966","008927254485","WS500215A","SUB","Indirect","2017_35",2017-09-03,4713
"Punggol","PG_B3","3100249966","008927254485","WS500215A","SUB","Indirect","2017_36",2017-09-10,4518
"Punggol","PG_B3","3100249966","008927254485","WS500215A","SUB","Indirect","2017_37",2017-09-17,4851
"Punggol","PG_B3","3100249966","008927254485","WS500215A","SUB","Indirect","2017_38",2017-09-24,4927
"Punggol","PG_B3","3100249966","008927254485","WS500215A","SUB","Indirect","2017_39",2017-10-01,3560
"Punggol","PG_B3","3100249966","008927254485","WS500215A","SUB","Indirect","2017_40",2017-10-08,3391
"Punggol","PG_B3","3100249966","008927254485","WS500215A","SUB","Indirect","2017_41",2017-10-15,3947
"Punggol","PG_B3","3100249966","008927254485","WS500215A","SUB","Indirect","2017_42",2017-10-17,873
"Punggol","PG_B3","3100249970","008927503832","WS500223A","SUB","Indirect","2017_31",2017-08-06,4278
"Punggol","PG_B3","3100249970","008927503832","WS500223A","SUB","Indirect","2017_32",2017-08-13,4383
"Punggol","PG_B3","3100249970","008927503832","WS500223A","SUB","Indirect","2017_33",2017-08-20,4371
"Punggol","PG_B3","3100249970","008927503832","WS500223A","SUB","Indirect","2017_34",2017-08-27,4738
"Punggol","PG_B3","3100249970","008927503832","WS500223A","SUB","Indirect","2017_35",2017-09-03,4843
"Punggol","PG_B3","3100249970","008927503832","WS500223A","SUB","Indirect","2017_36",2017-09-10,5123
"Punggol","PG_B3","3100249970","008927503832","WS500223A","SUB","Indirect","2017_37",2017-09-17,5684
"Punggol","PG_B3","3100249970","008927503832","WS500223A","SUB","Indirect","2017_38",2017-09-24,5397
"Punggol","PG_B3","3100249970","008927503832","WS500223A","SUB","Indirect","2017_39",2017-10-01,3384
"Punggol","PG_B3","3100249970","008927503832","WS500223A","SUB","Indirect","2017_40",2017-10-08,4188
"Punggol","PG_B3","3100249970","008927503832","WS500223A","SUB","Indirect","2017_41",2017-10-15,4317
"Punggol","PG_B3","3100249970","008927503832","WS500223A","SUB","Indirect","2017_42",2017-10-22,4694
"Punggol","PG_B3","3100249970","008927503832","WS500223A","SUB","Indirect","2017_43",2017-10-29,4210
"Punggol","PG_B3","3100249970","008927503832","WS500223A","SUB","Indirect","2017_44",2017-11-05,302
"Punggol","PG_B3","3100249970","008927503832","WS500223A","SUB","Indirect","2017_45",2017-11-11,24
"Punggol","PG_B3","3100249974","008927378300","WS500231A","SUB","Indirect","2017_31",2017-08-06,3435
"Punggol","PG_B3","3100249974","008927378300","WS500231A","SUB","Indirect","2017_32",2017-08-13,844
"Punggol","PG_B3","3100249974","008927378300","WS500231A","SUB","Indirect","2017_33",2017-08-20,1226
"Punggol","PG_B3","3100249974","008927378300","WS500231A","SUB","Indirect","2017_34",2017-08-27,943
"Punggol","PG_B3","3100249974","008927378300","WS500231A","SUB","Indirect","2017_35",2017-09-03,2212
"Punggol","PG_B3","3100249974","008927378300","WS500231A","SUB","Indirect","2017_36",2017-09-10,9497
"Punggol","PG_B3","3100249974","008927378300","WS500231A","SUB","Indirect","2017_37",2017-09-17,946
"Punggol","PG_B3","3100249974","008927378300","WS500231A","SUB","Indirect","2017_38",2017-09-24,980
"Punggol","PG_B3","3100249974","008927378300","WS500231A","SUB","Indirect","2017_39",2017-10-01,1977
"Punggol","PG_B3","3100249974","008927378300","WS500231A","SUB","Indirect","2017_40",2017-10-08,2916
"Punggol","PG_B3","3100249974","008927378300","WS500231A","SUB","Indirect","2017_41",2017-10-15,851
"Punggol","PG_B3","3100249974","008927378300","WS500231A","SUB","Indirect","2017_42",2017-10-17,491
"Punggol","PG_B3","3100249978","008927932122","WS500239A","SUB","Indirect","2017_31",2017-08-06,2192
"Punggol","PG_B3","3100249978","008927932122","WS500239A","SUB","Indirect","2017_32",2017-08-13,1804
"Punggol","PG_B3","3100249978","008927932122","WS500239A","SUB","Indirect","2017_33",2017-08-20,2026
"Punggol","PG_B3","3100249978","008927932122","WS500239A","SUB","Indirect","2017_34",2017-08-27,2273
"Punggol","PG_B3","3100249978","008927932122","WS500239A","SUB","Indirect","2017_35",2017-09-03,2298
"Punggol","PG_B3","3100249978","008927932122","WS500239A","SUB","Indirect","2017_36",2017-09-10,3151
"Punggol","PG_B3","3100249978","008927932122","WS500239A","SUB","Indirect","2017_37",2017-09-17,2029
"Punggol","PG_B3","3100249978","008927932122","WS500239A","SUB","Indirect","2017_38",2017-09-24,2114
"Punggol","PG_B3","3100249978","008927932122","WS500239A","SUB","Indirect","2017_39",2017-10-01,1913
"Punggol","PG_B3","3100249978","008927932122","WS500239A","SUB","Indirect","2017_40",2017-10-08,2114
"Punggol","PG_B3","3100249978","008927932122","WS500239A","SUB","Indirect","2017_41",2017-10-15,1928
"Punggol","PG_B3","3100249978","008927932122","WS500239A","SUB","Indirect","2017_42",2017-10-22,2639
"Punggol","PG_B3","3100249978","008927932122","WS500239A","SUB","Indirect","2017_43",2017-10-29,2462
"Punggol","PG_B3","3100249978","008927932122","WS500239A","SUB","Indirect","2017_44",2017-11-05,2359
"Punggol","PG_B3","3100249978","008927932122","WS500239A","SUB","Indirect","2017_45",2017-11-11,959
"Punggol","PG_B3","3100249982","008927273337","WS500247A","SUB","Indirect","2017_31",2017-08-06,3136
"Punggol","PG_B3","3100249982","008927273337","WS500247A","SUB","Indirect","2017_32",2017-08-13,3617
"Punggol","PG_B3","3100249982","008927273337","WS500247A","SUB","Indirect","2017_33",2017-08-20,4055
"Punggol","PG_B3","3100249982","008927273337","WS500247A","SUB","Indirect","2017_34",2017-08-27,3664
"Punggol","PG_B3","3100249982","008927273337","WS500247A","SUB","Indirect","2017_35",2017-09-03,3357
"Punggol","PG_B3","3100249982","008927273337","WS500247A","SUB","Indirect","2017_36",2017-09-10,3044
"Punggol","PG_B3","3100249982","008927273337","WS500247A","SUB","Indirect","2017_37",2017-09-17,3824
"Punggol","PG_B3","3100249982","008927273337","WS500247A","SUB","Indirect","2017_38",2017-09-24,3381
"Punggol","PG_B3","3100249982","008927273337","WS500247A","SUB","Indirect","2017_39",2017-10-01,3649
"Punggol","PG_B3","3100249982","008927273337","WS500247A","SUB","Indirect","2017_40",2017-10-08,3146
"Punggol","PG_B3","3100249982","008927273337","WS500247A","SUB","Indirect","2017_41",2017-10-15,3855
"Punggol","PG_B3","3100249982","008927273337","WS500247A","SUB","Indirect","2017_42",2017-10-22,4009
"Punggol","PG_B3","3100249982","008927273337","WS500247A","SUB","Indirect","2017_43",2017-10-29,3278
"Punggol","PG_B3","3100249982","008927273337","WS500247A","SUB","Indirect","2017_44",2017-11-05,3929
"Punggol","PG_B3","3100249982","008927273337","WS500247A","SUB","Indirect","2017_45",2017-11-11,1915
"Punggol","PG_B3","3100249986","008927300510","WS500255A","SUB","Indirect","2017_31",2017-08-06,4048
"Punggol","PG_B3","3100249986","008927300510","WS500255A","SUB","Indirect","2017_32",2017-08-13,5396
"Punggol","PG_B3","3100249986","008927300510","WS500255A","SUB","Indirect","2017_33",2017-08-20,5725
"Punggol","PG_B3","3100249986","008927300510","WS500255A","SUB","Indirect","2017_34",2017-08-27,5047
"Punggol","PG_B3","3100249986","008927300510","WS500255A","SUB","Indirect","2017_35",2017-09-03,5337
"Punggol","PG_B3","3100249986","008927300510","WS500255A","SUB","Indirect","2017_36",2017-09-10,4755
"Punggol","PG_B3","3100249986","008927300510","WS500255A","SUB","Indirect","2017_37",2017-09-17,4956
"Punggol","PG_B3","3100249986","008927300510","WS500255A","SUB","Indirect","2017_38",2017-09-24,4935
"Punggol","PG_B3","3100249986","008927300510","WS500255A","SUB","Indirect","2017_39",2017-10-01,4004
"Punggol","PG_B3","3100249986","008927300510","WS500255A","SUB","Indirect","2017_40",2017-10-08,4188
"Punggol","PG_B3","3100249986","008927300510","WS500255A","SUB","Indirect","2017_41",2017-10-15,4422
"Punggol","PG_B3","3100249986","008927300510","WS500255A","SUB","Indirect","2017_42",2017-10-22,4644
"Punggol","PG_B3","3100249986","008927300510","WS500255A","SUB","Indirect","2017_43",2017-10-29,4888
"Punggol","PG_B3","3100249986","008927300510","WS500255A","SUB","Indirect","2017_44",2017-11-05,5140
"Punggol","PG_B3","3100249986","008927300510","WS500255A","SUB","Indirect","2017_45",2017-11-11,4067
"Punggol","PG_B3","3100249990","008927429517","WS500263A","SUB","Indirect","2017_31",2017-08-06,1857
"Punggol","PG_B3","3100249990","008927429517","WS500263A","SUB","Indirect","2017_32",2017-08-13,2658
"Punggol","PG_B3","3100249990","008927429517","WS500263A","SUB","Indirect","2017_33",2017-08-20,2592
"Punggol","PG_B3","3100249990","008927429517","WS500263A","SUB","Indirect","2017_34",2017-08-27,2722
"Punggol","PG_B3","3100249990","008927429517","WS500263A","SUB","Indirect","2017_35",2017-09-03,2892
"Punggol","PG_B3","3100249990","008927429517","WS500263A","SUB","Indirect","2017_36",2017-09-10,2487
"Punggol","PG_B3","3100249990","008927429517","WS500263A","SUB","Indirect","2017_37",2017-09-17,2587
"Punggol","PG_B3","3100249990","008927429517","WS500263A","SUB","Indirect","2017_38",2017-09-24,2226
"Punggol","PG_B3","3100249990","008927429517","WS500263A","SUB","Indirect","2017_39",2017-10-01,2560
"Punggol","PG_B3","3100249990","008927429517","WS500263A","SUB","Indirect","2017_40",2017-10-08,2562
"Punggol","PG_B3","3100249990","008927429517","WS500263A","SUB","Indirect","2017_41",2017-10-15,1269
"Punggol","PG_B3","3100249990","008927429517","WS500263A","SUB","Indirect","2017_42",2017-10-22,852
"Punggol","PG_B3","3100249990","008927429517","WS500263A","SUB","Indirect","2017_43",2017-10-29,799
"Punggol","PG_B3","3100249990","008927429517","WS500263A","SUB","Indirect","2017_44",2017-10-31,135
"Punggol","PG_B3","3100249994","008927374762","WS500271A","SUB","Indirect","2017_31",2017-08-06,1571
"Punggol","PG_B3","3100249994","008927374762","WS500271A","SUB","Indirect","2017_32",2017-08-13,1772
"Punggol","PG_B3","3100249994","008927374762","WS500271A","SUB","Indirect","2017_33",2017-08-20,1524
"Punggol","PG_B3","3100249994","008927374762","WS500271A","SUB","Indirect","2017_34",2017-08-27,1791
"Punggol","PG_B3","3100249994","008927374762","WS500271A","SUB","Indirect","2017_35",2017-09-03,1238
"Punggol","PG_B3","3100249994","008927374762","WS500271A","SUB","Indirect","2017_36",2017-09-10,1730
"Punggol","PG_B3","3100249994","008927374762","WS500271A","SUB","Indirect","2017_37",2017-09-17,1784
"Punggol","PG_B3","3100249994","008927374762","WS500271A","SUB","Indirect","2017_38",2017-09-24,1436
"Punggol","PG_B3","3100249994","008927374762","WS500271A","SUB","Indirect","2017_39",2017-10-01,1212
"Punggol","PG_B3","3100249994","008927374762","WS500271A","SUB","Indirect","2017_40",2017-10-08,1380
"Punggol","PG_B3","3100249994","008927374762","WS500271A","SUB","Indirect","2017_41",2017-10-15,1005
"Punggol","PG_B3","3100249994","008927374762","WS500271A","SUB","Indirect","2017_42",2017-10-17,384
"Punggol","PG_B3","3100249998","008927644974","WS500279A","SUB","Indirect","2017_31",2017-08-06,2851
"Punggol","PG_B3","3100249998","008927644974","WS500279A","SUB","Indirect","2017_32",2017-08-13,2755
"Punggol","PG_B3","3100249998","008927644974","WS500279A","SUB","Indirect","2017_33",2017-08-20,3238
"Punggol","PG_B3","3100249998","008927644974","WS500279A","SUB","Indirect","2017_34",2017-08-27,3422
"Punggol","PG_B3","3100249998","008927644974","WS500279A","SUB","Indirect","2017_35",2017-09-03,3486
"Punggol","PG_B3","3100249998","008927644974","WS500279A","SUB","Indirect","2017_36",2017-09-10,3200
"Punggol","PG_B3","3100249998","008927644974","WS500279A","SUB","Indirect","2017_37",2017-09-17,1939
"Punggol","PG_B3","3100249998","008927644974","WS500279A","SUB","Indirect","2017_38",2017-09-24,1724
"Punggol","PG_B3","3100249998","008927644974","WS500279A","SUB","Indirect","2017_39",2017-10-01,2691
"Punggol","PG_B3","3100249998","008927644974","WS500279A","SUB","Indirect","2017_40",2017-10-08,2846
"Punggol","PG_B3","3100249998","008927644974","WS500279A","SUB","Indirect","2017_41",2017-10-15,2775
"Punggol","PG_B3","3100249998","008927644974","WS500279A","SUB","Indirect","2017_42",2017-10-22,2777
"Punggol","PG_B3","3100249998","008927644974","WS500279A","SUB","Indirect","2017_43",2017-10-29,2618
"Punggol","PG_B3","3100249998","008927644974","WS500279A","SUB","Indirect","2017_44",2017-11-05,2540
"Punggol","PG_B3","3100249998","008927644974","WS500279A","SUB","Indirect","2017_45",2017-11-11,1760
"Punggol","PG_B3","3100250002","008927616584","WS500287A","SUB","Indirect","2017_31",2017-08-06,1291
"Punggol","PG_B3","3100250002","008927616584","WS500287A","SUB","Indirect","2017_32",2017-08-13,1801
"Punggol","PG_B3","3100250002","008927616584","WS500287A","SUB","Indirect","2017_33",2017-08-20,1538
"Punggol","PG_B3","3100250002","008927616584","WS500287A","SUB","Indirect","2017_34",2017-08-27,1589
"Punggol","PG_B3","3100250002","008927616584","WS500287A","SUB","Indirect","2017_35",2017-09-03,1587
"Punggol","PG_B3","3100250002","008927616584","WS500287A","SUB","Indirect","2017_36",2017-09-10,63
"Punggol","PG_B3","3100250002","008927616584","WS500287A","SUB","Indirect","2017_37",2017-09-17,751
"Punggol","PG_B3","3100250002","008927616584","WS500287A","SUB","Indirect","2017_38",2017-09-24,1688
"Punggol","PG_B3","3100250002","008927616584","WS500287A","SUB","Indirect","2017_39",2017-10-01,1909
"Punggol","PG_B3","3100250002","008927616584","WS500287A","SUB","Indirect","2017_40",2017-10-08,1787
"Punggol","PG_B3","3100250002","008927616584","WS500287A","SUB","Indirect","2017_41",2017-10-15,1602
"Punggol","PG_B3","3100250002","008927616584","WS500287A","SUB","Indirect","2017_42",2017-10-22,1799
"Punggol","PG_B3","3100250002","008927616584","WS500287A","SUB","Indirect","2017_43",2017-10-29,1831
"Punggol","PG_B3","3100250002","008927616584","WS500287A","SUB","Indirect","2017_44",2017-11-04,1181
"Punggol","PG_B3","3100250006","008927388853","WS500295A","SUB","Indirect","2017_31",2017-08-06,1833
"Punggol","PG_B3","3100250006","008927388853","WS500295A","SUB","Indirect","2017_32",2017-08-13,1758
"Punggol","PG_B3","3100250006","008927388853","WS500295A","SUB","Indirect","2017_33",2017-08-20,2403
"Punggol","PG_B3","3100250006","008927388853","WS500295A","SUB","Indirect","2017_34",2017-08-27,397
"Punggol","PG_B3","3100250006","008927388853","WS500295A","SUB","Indirect","2017_35",2017-09-03,1247
"Punggol","PG_B3","3100250006","008927388853","WS500295A","SUB","Indirect","2017_36",2017-09-10,2547
"Punggol","PG_B3","3100250006","008927388853","WS500295A","SUB","Indirect","2017_37",2017-09-17,2327
"Punggol","PG_B3","3100250006","008927388853","WS500295A","SUB","Indirect","2017_38",2017-09-24,2420
"Punggol","PG_B3","3100250006","008927388853","WS500295A","SUB","Indirect","2017_39",2017-10-01,2674
"Punggol","PG_B3","3100250006","008927388853","WS500295A","SUB","Indirect","2017_40",2017-10-08,1777
"Punggol","PG_B3","3100250006","008927388853","WS500295A","SUB","Indirect","2017_41",2017-10-15,2531
"Punggol","PG_B3","3100250006","008927388853","WS500295A","SUB","Indirect","2017_42",2017-10-22,1970
"Punggol","PG_B3","3100250006","008927388853","WS500295A","SUB","Indirect","2017_43",2017-10-29,1751
"Punggol","PG_B3","3100250006","008927388853","WS500295A","SUB","Indirect","2017_44",2017-11-05,2717
"Punggol","PG_B3","3100250006","008927388853","WS500295A","SUB","Indirect","2017_45",2017-11-11,2517
"Punggol","PG_B3","3100250010","008927680770","WS500184A","SUB","Direct","2017_31",2017-08-06,0
"Punggol","PG_B3","3100250010","008927680770","WS500184A","SUB","Direct","2017_32",2017-08-13,4
"Punggol","PG_B3","3100250010","008927680770","WS500184A","SUB","Direct","2017_33",2017-08-20,13
"Punggol","PG_B3","3100250010","008927680770","WS500184A","SUB","Direct","2017_34",2017-08-27,0
"Punggol","PG_B3","3100250010","008927680770","WS500184A","SUB","Direct","2017_35",2017-09-03,0
"Punggol","PG_B3","3100250010","008927680770","WS500184A","SUB","Direct","2017_36",2017-09-10,0
"Punggol","PG_B3","3100250010","008927680770","WS500184A","SUB","Direct","2017_37",2017-09-17,0
"Punggol","PG_B3","3100250010","008927680770","WS500184A","SUB","Direct","2017_38",2017-09-24,1
"Punggol","PG_B3","3100250010","008927680770","WS500184A","SUB","Direct","2017_39",2017-10-01,487
"Punggol","PG_B3","3100250010","008927680770","WS500184A","SUB","Direct","2017_40",2017-10-08,1964
"Punggol","PG_B3","3100250010","008927680770","WS500184A","SUB","Direct","2017_41",2017-10-15,2200
"Punggol","PG_B3","3100250010","008927680770","WS500184A","SUB","Direct","2017_42",2017-10-22,1852
"Punggol","PG_B3","3100250010","008927680770","WS500184A","SUB","Direct","2017_43",2017-10-27,1423
"Punggol","PG_B3","3100250014","008927348675","WS500192A","SUB","Direct","2017_31",2017-08-06,7009
"Punggol","PG_B3","3100250014","008927348675","WS500192A","SUB","Direct","2017_32",2017-08-13,6837
"Punggol","PG_B3","3100250014","008927348675","WS500192A","SUB","Direct","2017_33",2017-08-20,6761
"Punggol","PG_B3","3100250014","008927348675","WS500192A","SUB","Direct","2017_34",2017-08-27,7285
"Punggol","PG_B3","3100250014","008927348675","WS500192A","SUB","Direct","2017_35",2017-09-03,6684
"Punggol","PG_B3","3100250014","008927348675","WS500192A","SUB","Direct","2017_36",2017-09-10,7216
"Punggol","PG_B3","3100250014","008927348675","WS500192A","SUB","Direct","2017_37",2017-09-17,6832
"Punggol","PG_B3","3100250014","008927348675","WS500192A","SUB","Direct","2017_38",2017-09-24,6873
"Punggol","PG_B3","3100250014","008927348675","WS500192A","SUB","Direct","2017_39",2017-10-01,7235
"Punggol","PG_B3","3100250014","008927348675","WS500192A","SUB","Direct","2017_40",2017-10-08,6909
"Punggol","PG_B3","3100250014","008927348675","WS500192A","SUB","Direct","2017_41",2017-10-15,6902
"Punggol","PG_B3","3100250014","008927348675","WS500192A","SUB","Direct","2017_42",2017-10-22,7149
"Punggol","PG_B3","3100250014","008927348675","WS500192A","SUB","Direct","2017_43",2017-10-29,7364
"Punggol","PG_B3","3100250014","008927348675","WS500192A","SUB","Direct","2017_44",2017-11-05,7000
"Punggol","PG_B3","3100250014","008927348675","WS500192A","SUB","Direct","2017_45",2017-11-11,5175
"Punggol","PG_B3","3100250022","008927301468","WS500208A","SUB","Indirect","2017_31",2017-08-06,1656
"Punggol","PG_B3","3100250022","008927301468","WS500208A","SUB","Indirect","2017_32",2017-08-13,1662
"Punggol","PG_B3","3100250022","008927301468","WS500208A","SUB","Indirect","2017_33",2017-08-20,1623
"Punggol","PG_B3","3100250022","008927301468","WS500208A","SUB","Indirect","2017_34",2017-08-27,1962
"Punggol","PG_B3","3100250022","008927301468","WS500208A","SUB","Indirect","2017_35",2017-09-03,1432
"Punggol","PG_B3","3100250022","008927301468","WS500208A","SUB","Indirect","2017_36",2017-09-10,1989
"Punggol","PG_B3","3100250022","008927301468","WS500208A","SUB","Indirect","2017_37",2017-09-17,1768
"Punggol","PG_B3","3100250022","008927301468","WS500208A","SUB","Indirect","2017_38",2017-09-24,2304
"Punggol","PG_B3","3100250022","008927301468","WS500208A","SUB","Indirect","2017_39",2017-10-01,1934
"Punggol","PG_B3","3100250022","008927301468","WS500208A","SUB","Indirect","2017_40",2017-10-08,2153
"Punggol","PG_B3","3100250022","008927301468","WS500208A","SUB","Indirect","2017_41",2017-10-15,1900
"Punggol","PG_B3","3100250022","008927301468","WS500208A","SUB","Indirect","2017_42",2017-10-22,1309
"Punggol","PG_B3","3100250022","008927301468","WS500208A","SUB","Indirect","2017_43",2017-10-29,1220
"Punggol","PG_B3","3100250022","008927301468","WS500208A","SUB","Indirect","2017_44",2017-11-05,1381
"Punggol","PG_B3","3100250022","008927301468","WS500208A","SUB","Indirect","2017_45",2017-11-11,881
"Punggol","PG_B3","3100250026","008927347032","WS500216A","SUB","Indirect","2017_31",2017-08-06,2394
"Punggol","PG_B3","3100250026","008927347032","WS500216A","SUB","Indirect","2017_32",2017-08-13,2418
"Punggol","PG_B3","3100250026","008927347032","WS500216A","SUB","Indirect","2017_33",2017-08-20,2905
"Punggol","PG_B3","3100250026","008927347032","WS500216A","SUB","Indirect","2017_34",2017-08-27,2944
"Punggol","PG_B3","3100250026","008927347032","WS500216A","SUB","Indirect","2017_35",2017-09-03,2525
"Punggol","PG_B3","3100250026","008927347032","WS500216A","SUB","Indirect","2017_36",2017-09-10,2613
"Punggol","PG_B3","3100250026","008927347032","WS500216A","SUB","Indirect","2017_37",2017-09-17,2323
"Punggol","PG_B3","3100250026","008927347032","WS500216A","SUB","Indirect","2017_38",2017-09-24,2900
"Punggol","PG_B3","3100250026","008927347032","WS500216A","SUB","Indirect","2017_39",2017-10-01,2566
"Punggol","PG_B3","3100250026","008927347032","WS500216A","SUB","Indirect","2017_40",2017-10-08,2732
"Punggol","PG_B3","3100250026","008927347032","WS500216A","SUB","Indirect","2017_41",2017-10-15,2535
"Punggol","PG_B3","3100250026","008927347032","WS500216A","SUB","Indirect","2017_42",2017-10-22,2544
"Punggol","PG_B3","3100250026","008927347032","WS500216A","SUB","Indirect","2017_43",2017-10-29,2961
"Punggol","PG_B3","3100250026","008927347032","WS500216A","SUB","Indirect","2017_44",2017-11-05,3016
"Punggol","PG_B3","3100250026","008927347032","WS500216A","SUB","Indirect","2017_45",2017-11-11,2021
"Punggol","PG_B3","3100250030","008927374994","WS500224A","SUB","Indirect","2017_31",2017-08-06,1799
"Punggol","PG_B3","3100250030","008927374994","WS500224A","SUB","Indirect","2017_32",2017-08-13,2160
"Punggol","PG_B3","3100250030","008927374994","WS500224A","SUB","Indirect","2017_33",2017-08-20,2370
"Punggol","PG_B3","3100250030","008927374994","WS500224A","SUB","Indirect","2017_34",2017-08-27,2174
"Punggol","PG_B3","3100250030","008927374994","WS500224A","SUB","Indirect","2017_35",2017-09-03,2208
"Punggol","PG_B3","3100250030","008927374994","WS500224A","SUB","Indirect","2017_36",2017-09-10,2332
"Punggol","PG_B3","3100250030","008927374994","WS500224A","SUB","Indirect","2017_37",2017-09-17,2275
"Punggol","PG_B3","3100250030","008927374994","WS500224A","SUB","Indirect","2017_38",2017-09-24,2497
"Punggol","PG_B3","3100250030","008927374994","WS500224A","SUB","Indirect","2017_39",2017-10-01,2134
"Punggol","PG_B3","3100250030","008927374994","WS500224A","SUB","Indirect","2017_40",2017-10-08,2043
"Punggol","PG_B3","3100250030","008927374994","WS500224A","SUB","Indirect","2017_41",2017-10-15,1811
"Punggol","PG_B3","3100250030","008927374994","WS500224A","SUB","Indirect","2017_42",2017-10-22,1893
"Punggol","PG_B3","3100250030","008927374994","WS500224A","SUB","Indirect","2017_43",2017-10-29,1911
"Punggol","PG_B3","3100250030","008927374994","WS500224A","SUB","Indirect","2017_44",2017-11-05,2085
"Punggol","PG_B3","3100250030","008927374994","WS500224A","SUB","Indirect","2017_45",2017-11-11,1467
"Punggol","PG_B3","3100250034","008929536848","WS500232A","SUB","Indirect","2017_31",2017-08-06,2293
"Punggol","PG_B3","3100250034","008929536848","WS500232A","SUB","Indirect","2017_32",2017-08-13,3199
"Punggol","PG_B3","3100250034","008929536848","WS500232A","SUB","Indirect","2017_33",2017-08-20,3115
"Punggol","PG_B3","3100250034","008929536848","WS500232A","SUB","Indirect","2017_34",2017-08-27,2450
"Punggol","PG_B3","3100250034","008929536848","WS500232A","SUB","Indirect","2017_35",2017-09-03,3584
"Punggol","PG_B3","3100250034","008929536848","WS500232A","SUB","Indirect","2017_36",2017-09-10,5444
"Punggol","PG_B3","3100250034","008929536848","WS500232A","SUB","Indirect","2017_37",2017-09-17,4552
"Punggol","PG_B3","3100250034","008929536848","WS500232A","SUB","Indirect","2017_38",2017-09-24,4543
"Punggol","PG_B3","3100250034","008929536848","WS500232A","SUB","Indirect","2017_39",2017-10-01,4951
"Punggol","PG_B3","3100250034","008929536848","WS500232A","SUB","Indirect","2017_40",2017-10-08,4713
"Punggol","PG_B3","3100250034","008929536848","WS500232A","SUB","Indirect","2017_41",2017-10-15,4878
"Punggol","PG_B3","3100250034","008929536848","WS500232A","SUB","Indirect","2017_42",2017-10-22,4635
"Punggol","PG_B3","3100250034","008929536848","WS500232A","SUB","Indirect","2017_43",2017-10-29,3534
"Punggol","PG_B3","3100250034","008929536848","WS500232A","SUB","Indirect","2017_44",2017-11-05,3033
"Punggol","PG_B3","3100250034","008929536848","WS500232A","SUB","Indirect","2017_45",2017-11-11,3857
"Punggol","PG_B3","3100250038","008927297534","WS500240A","SUB","Indirect","2017_31",2017-08-06,2948
"Punggol","PG_B3","3100250038","008927297534","WS500240A","SUB","Indirect","2017_32",2017-08-13,4205
"Punggol","PG_B3","3100250038","008927297534","WS500240A","SUB","Indirect","2017_33",2017-08-20,3594
"Punggol","PG_B3","3100250038","008927297534","WS500240A","SUB","Indirect","2017_34",2017-08-27,4580
"Punggol","PG_B3","3100250038","008927297534","WS500240A","SUB","Indirect","2017_35",2017-09-03,3845
"Punggol","PG_B3","3100250038","008927297534","WS500240A","SUB","Indirect","2017_36",2017-09-10,4046
"Punggol","PG_B3","3100250038","008927297534","WS500240A","SUB","Indirect","2017_37",2017-09-17,3848
"Punggol","PG_B3","3100250038","008927297534","WS500240A","SUB","Indirect","2017_38",2017-09-24,4625
