"","id","service_point_sn","meter_sn","meter_type","site","start_date","end_date","duration","min5flow_ave","severity","status","notification_status","potential_savings"
"477",647,"3003303762","VR502001","SUB","Yuhua",2018-04-01,2018-07-08,99,3,"Severe","Close","sent_sent",67
"478",648,"3003304395","VR502002","SUB","Yuhua",2018-06-28,2018-07-02,5,15,"Critical","Close","sent_sent",336
"479",649,"3003305335","VR502003","SUB","Yuhua",2018-04-01,2018-06-16,77,1,"Severe","Close","sent_sent",22
"480",650,"3003305335","VR502003","SUB","Yuhua",2018-07-07,2018-08-23,48,1,"Severe","Close","sent_sent",22
"481",652,"3003306043","VR502004","SUB","Yuhua",2018-04-12,2018-06-16,66,19,"Critical","Close","sent_sent",426
"482",654,"3003304336","VR502025","SUB","Yuhua",2018-04-27,2018-05-14,18,1,"Severe","Close","sent_sent",22
"483",655,"3003304336","VR502025","SUB","Yuhua",2018-05-17,2018-06-24,39,2,"Severe","Close","sent_sent",45
"484",656,"3000726669","VR502034","SUB","Yuhua",2018-05-14,2018-05-19,6,1,"Severe","Close","sent_sent",22
"485",657,"3000725041","VR502154","SUB","Yuhua",2018-06-24,2018-07-14,21,1,"Severe","Close","sent_sent",22
"486",659,"3003289696","VR502751","SUB","Yuhua",2018-04-05,2018-04-18,14,6,"Severe","Close","sent_sent",135
"487",660,"3003289696","VR502751","SUB","Yuhua",2018-05-27,2018-06-05,10,1,"Severe","Close","sent_sent",22
"488",661,"3003292116","VR502752","SUB","Yuhua",2018-06-20,2018-06-28,9,22,"Critical","Close","sent_sent",493
"489",662,"3003286067","VR502757","SUB","Yuhua",2018-06-17,2018-06-24,8,16,"Critical","Close","sent_sent",359
"490",663,"3003288200","VR502762","SUB","Yuhua",2018-06-16,2018-06-27,12,43,"Critical","Close","sent_sent",964
"491",664,"3003288200","VR502762","SUB","Yuhua",2018-06-30,2018-07-03,4,60,"Severe","Close","sent_sent",1346
"492",665,"3003292709","VR502772","SUB","Yuhua",2018-06-28,2018-07-01,4,20,"Severe","Close","sent_sent",449
"493",666,"3003286308","VR502773","SUB","Yuhua",2018-04-11,2018-04-24,14,6,"Severe","Close","sent_sent",135
"494",667,"3003286319","VR502777","SUB","Yuhua",2018-04-01,2018-05-11,41,4,"Severe","Close","sent_sent",90
"495",669,"3003288264","VR502778","SUB","Yuhua",2018-04-05,2018-04-20,16,7,"Severe","Close","sent_sent",157
"496",670,"3003288264","VR502778","SUB","Yuhua",2018-06-16,2018-06-27,12,34,"Critical","Close","sent_sent",762
"497",671,"3003288280","VR502782","SUB","Yuhua",2018-06-17,2018-06-25,9,27,"Critical","Close","sent_sent",605
"498",672,"3003288280","VR502782","SUB","Yuhua",2018-06-28,2018-07-02,5,27,"Critical","Close","sent_sent",605
"499",673,"3003292771","VR502784","SUB","Yuhua",2018-06-15,2018-07-02,18,8,"Severe","Close","sent_sent",179
"500",674,"3003289147","VR502802","SUB","Yuhua",2018-04-10,2018-04-16,7,2,"Severe","Close","sent_sent",45
"501",675,"3003286941","VR502813","SUB","Yuhua",2018-04-15,2018-04-19,5,2,"Severe","Close","sent_sent",45
"502",676,"3003289183","VR502814","SUB","Yuhua",2018-04-03,2018-04-14,12,5,"Severe","Close","sent_sent",112
"503",678,"3003286947","VR502817","SUB","Yuhua",2018-04-14,2018-04-18,5,1,"Severe","Close","sent_sent",22
"504",679,"3003286947","VR502817","SUB","Yuhua",2018-05-01,2018-05-28,28,3,"Severe","Close","sent_sent",67
"505",680,"3003286947","VR502817","SUB","Yuhua",2018-06-08,2018-06-11,4,4,"Moderate","Close","sent_sent",90
"506",681,"3003293297","VR502820","SUB","Yuhua",2018-04-27,2018-05-04,8,7,"Severe","Close","sent_sent",157
"507",682,"3003293297","VR502820","SUB","Yuhua",2018-06-28,2018-07-03,6,23,"Critical","Close","sent_sent",516
"508",683,"3003286969","VR502821","SUB","Yuhua",2018-06-19,2018-06-26,8,15,"Critical","Close","sent_sent",336
"509",684,"3003291483","VR502831","SUB","Yuhua",2018-06-14,2018-06-26,13,17,"Critical","Close","sent_sent",381
"510",685,"3003286998","VR502833","SUB","Yuhua",2018-04-21,2018-04-24,4,1,"Moderate","Close","sent_sent",22
"511",687,"3000853511","VR503132","SUB","Yuhua",2018-06-24,2018-06-28,5,3,"Severe","Close","sent_sent",67
"512",689,"3000839789","VR503142","SUB","Yuhua",2018-06-23,2018-08-08,47,6,"Severe","Close","sent_sent",135
"513",690,"3000845575","VR503146","SUB","Yuhua",2018-04-01,2018-07-04,95,14,"Critical","Close","sent_sent",314
"514",691,"3000855655","VR503155","SUB","Yuhua",2018-06-19,2018-06-22,4,4,"Moderate","Close","sent_sent",90
"515",692,"3000856805","VR503157","SUB","Yuhua",2018-06-03,2018-06-06,4,1,"Moderate","Close","sent_sent",22
"516",694,"3003365310","VR503170","SUB","Yuhua",2018-06-30,2018-07-05,6,2,"Severe","Close","sent_sent",45
"517",696,"3003367728","VR503175","SUB","Yuhua",2018-07-04,2018-07-11,8,1,"Severe","Close","sent_sent",22
"518",697,"3003367728","VR503175","SUB","Yuhua",2018-07-18,2018-07-24,7,1,"Severe","Close","sent_sent",22
"519",698,"3003369069","VR503177","SUB","Yuhua",2018-07-10,2018-07-14,5,1,"Severe","Close","sent_sent",22
"520",700,"3003304315","WJ001538","SUB","Yuhua",2018-04-24,2018-04-27,4,1,"Moderate","Close","sent_sent",22
"521",701,"3100660792","WJ003984A","SUB","Yuhua",2018-04-06,2018-05-04,29,7,"Severe","Close","sent_sent",157
"522",715,"3100159491","WS500421A","SUB","Punggol",2018-07-29,2018-08-01,4,1.33,"Moderate","Close","sent_sent",30
"523",723,"3005448527","WS500381A","SUB","Punggol",2018-08-01,2018-08-07,7,1,"Severe","Close","sent_sent",22
"524",546,"3001048273","VR500603","SUB","Yuhua",2018-07-12,2018-07-22,11,2,"Severe","Close","sent_sent",45
"525",547,"3001049844","VR500604","SUB","Yuhua",2018-04-02,2018-04-14,13,1,"Severe","Close","sent_sent",22
"526",573,"3003483683","VR500683","SUB","Yuhua",2018-04-01,2018-06-04,65,8,"Severe","Close","sent_sent",179
"527",578,"3001106983","VR500816","SUB","Yuhua",2018-05-09,2018-05-15,7,3,"Severe","Close","sent_sent",67
"528",595,"3003506321","VR500847","SUB","Yuhua",2018-06-22,2018-06-29,8,2,"Severe","Close","sent_sent",45
"529",629,"3000703248","VR501958","SUB","Yuhua",2018-04-27,2018-05-02,6,11,"Critical","Close","sent_sent",247
"530",695,"3003367728","VR503175","SUB","Yuhua",2018-04-30,2018-05-09,10,2,"Severe","Close","sent_sent",45
"531",535,"3005448539","WS500304A","SUB","Punggol",2018-07-19,2018-07-24,6,4,"Severe","Close","sent_sent",90
"532",705,"3000144350B","EP180406","BYPASS","Tuas",2018-07-24,NA,41,328,"Critical","Open","sent",7356
"533",709,"3000725041","VR502154","SUB","Yuhua",2018-07-29,2018-08-07,10,1,"Severe","Close","sent_sent",22
"534",316,"3005448719","WS500384A","SUB","Punggol",2018-07-11,2018-07-28,18,1.67,"Severe","Close","sent_sent",37
"535",725,"3003369047","VR500971","SUB","Yuhua",2018-08-04,NA,3,5,"Moderate","Open","sent",112
"536",165,"3004479149","WS500086A","SUB","Punggol",2018-07-06,2018-08-18,44,5.67,"Severe","Close","sent_sent",127
"537",727,"3000839789","VR503142","SUB","Yuhua",2018-08-05,2018-08-08,4,2,"Moderate","Close","sent_sent",45
"538",706,"3003505641","VR500885","SUB","Yuhua",2018-07-28,2018-08-21,25,2,"Severe","Close","sent_sent",45
"539",710,"3003367728","VR503175","SUB","Yuhua",2018-07-29,2018-08-05,8,2,"Severe","Close","sent_sent",45
"540",702,"3000400157B","AP281070","BYPASS","Tuas",2018-07-24,2018-08-14,22,320,"Critical","Close","sent_sent",7176
"541",90,"3000402320B","AN280368","BYPASS","Tuas",2017-02-25,NA,555,112,"Critical","Open","sent",2512
"542",109,"3001782237B","AP280943","BYPASS","Tuas",2017-10-02,2018-08-21,324,172,"Critical","Close","sent_sent",3857
"543",95,"3000403433B","EP180979B","BYPASS","Tuas",2018-02-17,NA,198,60,"Critical","Open","sent",1346
"544",651,"3003305335","VR502003","SUB","Yuhua",2018-07-25,2018-07-31,7,1,"Severe","Close","sent_sent",22
"545",711,"3004522045","WS500156A","SUB","Punggol",2018-07-27,2018-07-30,4,1,"Moderate","Close","sent_sent",22
"546",91,"3000402360B","SL1861240","BYPASS","Tuas",2018-07-10,2018-07-23,14,24,"Critical","Close","sent_sent",538
"547",528,"3004478658","WS500007A","SUB","Punggol",2018-07-14,2018-07-26,13,20,"Critical","Close","sent_sent",449
"548",537,"3100249998","WS500279A","SUB","Punggol",2018-07-20,2018-07-26,7,1,"Severe","Close","sent_sent",22
"549",118,"3001875380B","AK186539","BYPASS","Tuas",2018-03-15,NA,172,716,"Critical","Open","sent",16057
"550",533,"3100159755","WS500417A","SUB","Punggol",2018-07-18,2018-07-22,5,1.33,"Severe","Close","sent_sent",30
"551",258,"3004521354","WS500130A","SUB","Punggol",2018-06-04,NA,91,1,"Severe","Open","sent",22
"552",717,"3003369069","VR503177","SUB","Yuhua",2018-07-31,2018-08-07,8,1,"Severe","Close","sent_sent",22
"553",728,"3004479571","WS500010A","SUB","Punggol",2018-08-06,2018-08-16,11,1,"Severe","Close","sent_sent",22
"554",718,"3001048273","VR500603","SUB","Yuhua",2018-08-01,2018-08-06,6,1,"Severe","Close","sent_sent",22
"555",549,"3001051666","VR500605","SUB","Yuhua",2018-04-01,NA,155,3,"Severe","Open","sent",67
"556",557,"3003484760","VR500629","SUB","Yuhua",2018-06-15,2018-08-15,62,17,"Critical","Close","sent_sent",381
"557",556,"3003488051","VR500625","SUB","Yuhua",2018-07-20,NA,45,1,"Severe","Open","sent",22
"558",726,"3003486270","VR500686","SUB","Yuhua",2018-08-04,NA,30,8,"Severe","Open","sent",179
"559",321,"3090005202B","EP180513B","BYPASS","Punggol",2018-04-09,NA,147,23,"Critical","Open","sent",516
"560",714,"3001108193","VR500829","SUB","Yuhua",2018-07-30,NA,35,1,"Severe","Open","sent",22
"561",540,"3000724467","DN271164","SUB","Yuhua",2018-06-06,2018-08-09,65,27,"Critical","Close","sent_sent",605
"562",644,"3003303751","VR501993","SUB","Yuhua",2018-06-20,2018-08-12,54,1,"Severe","Close","sent_sent",22
"563",712,"3003369523","VR500450","SUB","Yuhua",2018-07-30,2018-08-02,4,1,"Moderate","Close","sent_sent",22
"564",636,"3000704497","VR501967","SUB","Yuhua",2018-04-01,NA,155,2,"Severe","Open","sent",45
"565",722,"3003286998","VR502833","SUB","Yuhua",2018-08-02,2018-08-05,4,1,"Moderate","Close","sent_sent",22
"566",724,"3003508795","VR500914","SUB","Yuhua",2018-08-03,2018-08-30,28,1,"Severe","Close","sent_sent",22
"567",721,"3003303762","VR502001","SUB","Yuhua",2018-08-02,2018-08-05,4,2,"Moderate","Close","sent_sent",45
"568",771,"3003365310","VR503170","SUB","Yuhua",2018-08-26,2018-09-01,7,2,"Severe","Close","sent_sent",45
"569",733,"3001048273","VR500603","SUB","Yuhua",2018-08-09,2018-08-16,8,2,"Severe","Close","sent_sent",45
"570",776,"3000855669","VR503117","SUB","Yuhua",2018-08-28,2018-08-31,4,4,"Moderate","Close","sent_sent",90
"571",731,"3003367728","VR503175","SUB","Yuhua",2018-08-08,2018-08-15,8,1,"Severe","Close","sent_sent",22
"572",747,"3000854154","DN270867","SUB","Yuhua",2018-07-22,NA,43,66,"Critical","Open","sent",1480
"573",743,"3003506974","VR500905","SUB","Yuhua",2018-08-15,NA,19,1,"Severe","Open","sent",22
"574",780,"3000979395","VR500472","SUB","Yuhua",2018-07-30,NA,35,4,"Severe","Open","sent",90
"575",741,"3003369069","VR503177","SUB","Yuhua",2018-08-13,2018-08-17,5,2,"Severe","Close","sent_sent",45
"576",742,"3000855669","VR503117","SUB","Yuhua",2018-08-14,2018-08-17,4,3,"Moderate","Close","sent_sent",67
"577",781,"3003368424","VR500970","SUB","Yuhua",2018-07-11,NA,54,1,"Severe","Open","sent",22
"578",737,"3004479786","WS500070A","SUB","Punggol",2018-08-10,2018-08-13,4,4,"Moderate","Close","sent_sent",90
"579",732,"3004522045","WS500156A","SUB","Punggol",2018-08-07,2018-08-10,4,1,"Moderate","Close","sent_sent",22
"580",779,"3000852270","VR501764","SUB","Yuhua",2018-08-29,NA,5,1,"Moderate","Open","sent",22
"581",754,"3003502654","VR500899","SUB","Yuhua",2018-08-22,NA,6,9,"Severe","Open","sent",202
"582",739,"3003306054","VR502012","SUB","Yuhua",2018-08-12,NA,3,10,"Severe","Open","sent",224
"583",766,"3000977099","VR500486","SUB","Yuhua",2018-08-24,NA,10,3,"Severe","Open","sent",67
"584",749,"3001048273","VR500603","SUB","Yuhua",2018-08-21,NA,13,3,"Severe","Open","sent",67
"585",716,"3000977226","VR503097","SUB","Yuhua",2018-07-31,2018-08-16,17,1,"Severe","Close","sent_sent",22
"586",774,"3003305335","VR502003","SUB","Yuhua",2018-08-27,NA,7,2,"Severe","Open","sent",45
"587",730,"3003365872","VR503172","SUB","Yuhua",2018-08-08,2018-08-20,13,1,"Severe","Close","sent_sent",22
"588",758,"3003306635","VR502021","SUB","Yuhua",2018-04-01,NA,155,2,"Severe","Open","sent",45
"589",760,"3003288200","VR502762","SUB","Yuhua",2018-08-09,NA,25,51,"Critical","Open","sent",1144
"590",763,"3000977257","VR502873","SUB","Yuhua",2018-08-12,2018-08-21,10,52,"Critical","Close","sent_sent",1166
"591",765,"3000839789","VR503142","SUB","Yuhua",2018-08-23,NA,11,2,"Severe","Open","sent",45
"592",752,"3003483600","VR500643","SUB","Yuhua",2018-04-01,NA,155,9,"Severe","Open","sent",202
"593",744,"3004478658","WS500007A","SUB","Punggol",2018-08-16,2018-08-23,8,18.33,"Critical","Close","sent_sent",411
"594",757,"3003305335","VR502003","SUB","Yuhua",2018-07-07,2018-08-23,48,1,"Severe","Close","sent_sent",22
"595",768,"3003367728","VR503175","SUB","Yuhua",2018-08-24,NA,10,1,"Severe","Open","sent",22
"596",751,"3003485775","VR500630","SUB","Yuhua",2018-08-16,2018-08-20,5,17,"Critical","Close","sent_sent",381
"597",734,"3000138898B","EP180635","BYPASS","Tuas",2018-08-06,2018-08-22,17,40,"Critical","Close","sent_sent",897
"598",767,"3003286947","VR502817","SUB","Yuhua",2018-08-24,2018-08-30,7,1,"Severe","Close","sent_sent",22
"599",769,"3003289696","VR502751","SUB","Yuhua",2018-08-25,NA,4,1,"Moderate","Open","sent",22
"600",756,"3003304395","VR502002","SUB","Yuhua",2018-08-02,2018-08-20,19,22,"Critical","Close","sent_sent",493
"601",772,"3000138898B","EP180635","BYPASS","Tuas",2018-08-25,NA,9,16,"Critical","Open","sent",359
"602",735,"3000390874B","AK186280","BYPASS","Tuas",2018-08-09,NA,25,12,"Critical","Open","sent",269
"603",745,"3000400157B","AP281070","BYPASS","Tuas",2018-08-17,NA,17,124,"Critical","Open","sent",2781
"604",746,"3003286998","VR502833","SUB","Yuhua",2018-08-20,2018-08-31,12,1,"Severe","Close","sent_sent",22
"605",764,"3000724467","DN271164","SUB","Yuhua",2018-08-23,2018-08-27,5,22,"Critical","Close","sent_sent",493
"606",750,"3003484760","VR500629","SUB","Yuhua",2018-06-15,2018-08-15,62,17,"Critical","Close","sent_sent",381
"607",753,"3001103428","VR500825","SUB","Yuhua",2018-06-20,NA,75,1,"Severe","Open","sent",22
"608",773,"3003486247","VR500678","SUB","Yuhua",2018-08-27,NA,3,7,"Moderate","Open","sent",157
"609",770,"3003502654","VR500899","SUB","Yuhua",2018-06-22,2018-08-28,68,9,"Severe","Close","sent_sent",202
"610",778,"3001098882","VR500834","SUB","Yuhua",2018-08-29,NA,5,11,"Severe","Open","sent",247
"611",759,"3003289696","VR502751","SUB","Yuhua",2018-08-17,2018-08-22,6,32,"Critical","Close","sent_sent",718
"612",761,"3003292709","VR502772","SUB","Yuhua",2018-08-16,2018-08-21,6,32,"Critical","Close","sent_sent",718
"613",762,"3003288280","VR502782","SUB","Yuhua",2018-08-16,2018-08-21,6,26,"Critical","Close","sent_sent",583
"614",777,"3001782237B","AP280943","BYPASS","Tuas",2018-08-27,NA,7,296,"Critical","Open","sent",6638
"615",775,"3004479193","WS500009A","SUB","Punggol",2018-08-26,NA,8,1,"Severe","Open","sent",22
