"family_id","service_point_sn","meter_sn","block","overconsumption_date","online_status"
2033,"3003369523","VR500450","YH_B2",2018-06-24,"ACTIVE"
132,"3004521979","WS500132A","PG_B2",2018-06-24,"INACTIVE"
2083,"3000978633","VR500488","YH_B3",2018-06-24,"INACTIVE"
2080,"3000981029","VR500485","YH_B3",2018-06-24,"INACTIVE"
2461,"3003289120","VR500283","YH_B1",2018-06-24,"INACTIVE"
1987,"3000855655","VR503155","YH_B2",2018-06-24,"INACTIVE"
1763,"3004479332","WS500045A","PG_B1",2018-06-24,"ACTIVE"
2260,"3003506965","VR500896","YH_B5",2018-06-24,"ACTIVE"
357,"3005448447","WS500356A","PG_B4",2018-06-24,"ACTIVE"
2012,"3003370799","VR503180","YH_B2",2018-06-24,"INACTIVE"
2009,"3003369069","VR503177","YH_B2",2018-06-24,"ACTIVE"
2364,"3003307276","VR502015","YH_B6",2018-06-24,"INACTIVE"
134,"3004520810","WS500134A","PG_B2",2018-06-24,"ACTIVE"
1792,"3004522229","WS500145A","PG_B2",2018-06-24,"ACTIVE"
2065,"3000978135","VR500470","YH_B3",2018-06-24,"INACTIVE"
75,"3004479444","WS500075A","PG_B1",2018-06-24,"ACTIVE"
2433,"3004478810","WS500061A","PG_B1",2018-06-24,"INACTIVE"
1980,"3000848570","VR503148","YH_B2",2018-06-24,"ACTIVE"
2377,"3003306083","VR502028","YH_B6",2018-06-24,"INACTIVE"
2097,"3001048602","VR500611","YH_B4",2018-06-24,"INACTIVE"
30,"3004480211","WS500030A","PG_B1",2018-06-24,"ACTIVE"
2398,"3000726697","VR502158","YH_B7",2018-06-24,"INACTIVE"
76,"3004479799","WS500076A","PG_B1",2018-06-24,"ACTIVE"
2435,"3004479975","WS500047A","PG_B1",2018-06-24,"ACTIVE"
369,"3005448455","WS500368A","PG_B4",2018-06-24,"ACTIVE"
369,"3005448455","WS500539A","PG_B4",2018-06-24,"ACTIVE"
1764,"3005448775","WS500373A","PG_B4",2018-06-24,"INACTIVE"
256,"3100249986","WS500255A","PG_B3",2018-06-24,"ACTIVE"
256,"3100249986","WS500541A","PG_B3",2018-06-24,"ACTIVE"
2099,"3001051695","VR500613","YH_B4",2018-06-24,"INACTIVE"
190,"3100250310","WS500189A","PG_B3",2018-06-24,"INACTIVE"
116,"3004520760","WS500116A","PG_B2",2018-06-24,"INACTIVE"
1935,"3000833781","VR503104","YH_B2",2018-06-24,"ACTIVE"
282,"3100250118","WS500281A","PG_B3",2018-06-24,"INACTIVE"
240,"3100249978","WS500239A","PG_B3",2018-06-24,"INACTIVE"
169,"3004522284","WS500169A","PG_B2",2018-06-24,"INACTIVE"
2233,"3003506940","VR500869","YH_B5",2018-06-24,"INACTIVE"
2236,"3003502612","VR500872","YH_B5",2018-06-24,"ACTIVE"
148,"3004521398","WS500148A","PG_B2",2018-06-24,"ACTIVE"
2111,"3003488051","VR500625","YH_B4",2018-06-24,"INACTIVE"
2312,"3000699640","VR501963","YH_B6",2018-06-24,"INACTIVE"
2414,"3100159515","WS500469A","PG_B5",2018-06-24,"INACTIVE"
1812,"3005448747","WS500331A","PG_B4",2018-06-24,"INACTIVE"
1826,"3100159603","WS500518A","PG_B5",2018-06-24,"INACTIVE"
494,"3100159527","WS500493A","PG_B5",2018-06-24,"INACTIVE"
2427,"3100159739","WS500520A","PG_B5",2018-06-24,"ACTIVE"
2428,"3100159731","WS500504A","PG_B5",2018-06-24,"INACTIVE"
365,"3005448579","WS500364A","PG_B4",2018-06-17,"INACTIVE"
365,"3005448579","WS500538A","PG_B4",2018-06-17,"INACTIVE"
231,"3100249914","WS500230A","PG_B3",2018-06-17,"ACTIVE"
377,"3005448587","WS500376A","PG_B4",2018-06-17,"ACTIVE"
377,"3005448587","WS500540A","PG_B4",2018-06-17,"ACTIVE"
2013,"3003371394","VR503181","YH_B2",2018-06-17,"INACTIVE"
2349,"3003307890","VR502000","YH_B6",2018-06-17,"INACTIVE"
271,"3100249934","WS500270A","PG_B3",2018-06-17,"ACTIVE"
2033,"3003369523","VR500450","YH_B2",2018-06-17,"ACTIVE"
2058,"3003370285","VR500973","YH_B2",2018-06-17,"INACTIVE"
2468,"3100159479","WS500398A","PG_B5",2018-06-17,"ACTIVE"
1876,"3003288295","VR502786","YH_B1",2018-06-17,"INACTIVE"
2134,"3003487456","VR500648","YH_B4",2018-06-17,"INACTIVE"
2451,"3004478658","WS500007A","PG_B1",2018-06-17,"INACTIVE"
318,"3005448611","WS500317A","PG_B4",2018-06-17,"ACTIVE"
2080,"3000981029","VR500485","YH_B3",2018-06-17,"INACTIVE"
2249,"3003505641","VR500885","YH_B5",2018-06-17,"INACTIVE"
535,"3100250198","WS500203A","PG_B3",2018-06-17,"INACTIVE"
2461,"3003289120","VR500283","YH_B1",2018-06-17,"INACTIVE"
301,"3100250306","WS500300A","PG_B3",2018-06-17,"INACTIVE"
1840,"3003287625","VR502750","YH_B1",2018-06-17,"INACTIVE"
1987,"3000855655","VR503155","YH_B2",2018-06-17,"INACTIVE"
2314,"3000702055","VR501965","YH_B6",2018-06-17,"INACTIVE"
2450,"3100159911","WS500459A","PG_B5",2018-06-17,"INACTIVE"
1765,"3004521123","WS500141A","PG_B2",2018-06-17,"ACTIVE"
143,"3004521705","WS500143A","PG_B2",2018-06-17,"ACTIVE"
189,"3100250250","WS500188A","PG_B3",2018-06-17,"ACTIVE"
2012,"3003370799","VR503180","YH_B2",2018-06-17,"INACTIVE"
1848,"3003287661","VR502758","YH_B1",2018-06-17,"INACTIVE"
2009,"3003369069","VR503177","YH_B2",2018-06-17,"ACTIVE"
134,"3004520810","WS500134A","PG_B2",2018-06-17,"ACTIVE"
23,"3004479897","WS500023A","PG_B1",2018-06-17,"INACTIVE"
215,"3100249906","WS500214A","PG_B3",2018-06-17,"ACTIVE"
1909,"3003291457","VR502819","YH_B1",2018-06-17,"INACTIVE"
187,"3100250130","WS500186A","PG_B3",2018-06-17,"INACTIVE"
1895,"3003286908","VR502805","YH_B1",2018-06-17,"INACTIVE"
2443,"3005448647","WS500371A","PG_B4",2018-06-17,"INACTIVE"
2065,"3000978135","VR500470","YH_B3",2018-06-17,"INACTIVE"
2358,"3003303790","VR502009","YH_B6",2018-06-17,"INACTIVE"
2433,"3004478810","WS500061A","PG_B1",2018-06-17,"INACTIVE"
2068,"3000980448","VR500473","YH_B3",2018-06-17,"INACTIVE"
1980,"3000848570","VR503148","YH_B2",2018-06-17,"ACTIVE"
48,"3004480290","WS500048A","PG_B1",2018-06-17,"ACTIVE"
2299,"3000703232","VR501950","YH_B6",2018-06-17,"INACTIVE"
2377,"3003306083","VR502028","YH_B6",2018-06-17,"INACTIVE"
2215,"3001106956","VR500851","YH_B5",2018-06-17,"INACTIVE"
76,"3004479799","WS500076A","PG_B1",2018-06-17,"ACTIVE"
1764,"3005448775","WS500373A","PG_B4",2018-06-17,"INACTIVE"
256,"3100249986","WS500255A","PG_B3",2018-06-17,"ACTIVE"
256,"3100249986","WS500541A","PG_B3",2018-06-17,"ACTIVE"
1859,"3003286306","VR502769","YH_B1",2018-06-17,"INACTIVE"
1823,"3100159535","WS500509A","PG_B5",2018-06-17,"INACTIVE"
1862,"3003292709","VR502772","YH_B1",2018-06-17,"INACTIVE"
2146,"3003484485","VR500660","YH_B4",2018-06-17,"INACTIVE"
1863,"3003286308","VR502773","YH_B1",2018-06-17,"INACTIVE"
483,"3100159855","WS500482A","PG_B5",2018-06-17,"ACTIVE"
2154,"3003484493","VR500668","YH_B4",2018-06-17,"INACTIVE"
2152,"3003489394","VR500666","YH_B4",2018-06-17,"INACTIVE"
188,"3100250190","WS500187A","PG_B3",2018-06-17,"ACTIVE"
190,"3100250310","WS500189A","PG_B3",2018-06-17,"INACTIVE"
280,"3100249998","WS500279A","PG_B3",2018-06-17,"ACTIVE"
2183,"3001092378","VR500819","YH_B5",2018-06-17,"INACTIVE"
1905,"3003291426","VR502815","YH_B1",2018-06-17,"INACTIVE"
1922,"3003293835","VR502832","YH_B1",2018-06-17,"INACTIVE"
1917,"3003291476","VR502827","YH_B1",2018-06-17,"INACTIVE"
1916,"3003289630","VR502826","YH_B1",2018-06-17,"INACTIVE"
1869,"3003290806","VR502779","YH_B1",2018-06-17,"INACTIVE"
1873,"3003290814","VR502783","YH_B1",2018-06-17,"INACTIVE"
1875,"3003286347","VR502785","YH_B1",2018-06-17,"INACTIVE"
1935,"3000833781","VR503104","YH_B2",2018-06-17,"ACTIVE"
1914,"3003293802","VR502824","YH_B1",2018-06-17,"INACTIVE"
1941,"3000842539","VR503110","YH_B2",2018-06-17,"INACTIVE"
2282,"3003503814","VR500918","YH_B5",2018-06-17,"ACTIVE"
2284,"3003505171","VR500920","YH_B5",2018-06-17,"INACTIVE"
285,"3100250298","WS500284A","PG_B3",2018-06-17,"INACTIVE"
368,"3005448771","WS500367A","PG_B4",2018-06-17,"ACTIVE"
2333,"3003307850","VR501984","YH_B6",2018-06-17,"INACTIVE"
282,"3100250118","WS500281A","PG_B3",2018-06-17,"INACTIVE"
2367,"3003304929","VR502018","YH_B6",2018-06-17,"INACTIVE"
1904,"3003289183","VR502814","YH_B1",2018-06-17,"INACTIVE"
240,"3100249978","WS500239A","PG_B3",2018-06-17,"INACTIVE"
2131,"3003484779","VR500645","YH_B4",2018-06-17,"INACTIVE"
2034,"3003370245","VR500451","YH_B2",2018-06-17,"INACTIVE"
2233,"3003506940","VR500869","YH_B5",2018-06-17,"INACTIVE"
148,"3004521398","WS500148A","PG_B2",2018-06-17,"ACTIVE"
2113,"3003483064","VR500627","YH_B4",2018-06-17,"INACTIVE"
2163,"3003485763","VR500677","YH_B4",2018-06-17,"INACTIVE"
2161,"3003483671","VR500675","YH_B4",2018-06-17,"INACTIVE"
2325,"3000706423","VR501976","YH_B6",2018-06-17,"INACTIVE"
2306,"3000702031","VR501957","YH_B6",2018-06-17,"INACTIVE"
2315,"3000703260","VR501966","YH_B6",2018-06-17,"INACTIVE"
214,"3100250322","WS500213A","PG_B3",2018-06-17,"ACTIVE"
209,"3100250022","WS500208A","PG_B3",2018-06-17,"ACTIVE"
191,"3100249894","WS500190A","PG_B3",2018-06-17,"ACTIVE"
207,"3100249902","WS500206A","PG_B3",2018-06-17,"ACTIVE"
329,"3005448555","WS500328A","PG_B4",2018-06-17,"ACTIVE"
350,"3005448759","WS500349A","PG_B4",2018-06-17,"INACTIVE"
555,"3005448463","WS500380A","PG_B4",2018-06-17,"INACTIVE"
538,"3004479882","WS500017A","PG_B1",2018-06-17,"INACTIVE"
1812,"3005448747","WS500331A","PG_B4",2018-06-17,"INACTIVE"
478,"3100159519","WS500477A","PG_B5",2018-06-17,"ACTIVE"
509,"3100160003","WS500508A","PG_B5",2018-06-17,"INACTIVE"
2427,"3100159739","WS500520A","PG_B5",2018-06-17,"ACTIVE"
2428,"3100159731","WS500504A","PG_B5",2018-06-17,"INACTIVE"
365,"3005448579","WS500364A","PG_B4",2018-06-10,"INACTIVE"
365,"3005448579","WS500538A","PG_B4",2018-06-10,"INACTIVE"
1872,"3003288280","VR502782","YH_B1",2018-06-10,"ACTIVE"
2324,"3000705021","VR501975","YH_B6",2018-06-10,"INACTIVE"
2013,"3003371394","VR503181","YH_B2",2018-06-10,"INACTIVE"
1973,"3000838437","VR503141","YH_B2",2018-06-10,"INACTIVE"
2033,"3003369523","VR500450","YH_B2",2018-06-10,"ACTIVE"
2055,"3003368424","VR500970","YH_B2",2018-06-10,"INACTIVE"
132,"3004521979","WS500132A","PG_B2",2018-06-10,"INACTIVE"
2137,"3003483619","VR500651","YH_B4",2018-06-10,"INACTIVE"
318,"3005448611","WS500317A","PG_B4",2018-06-10,"ACTIVE"
2080,"3000981029","VR500485","YH_B3",2018-06-10,"INACTIVE"
301,"3100250306","WS500300A","PG_B3",2018-06-10,"INACTIVE"
1987,"3000855655","VR503155","YH_B2",2018-06-10,"INACTIVE"
1765,"3004521123","WS500141A","PG_B2",2018-06-10,"ACTIVE"
2224,"3003506921","VR500860","YH_B5",2018-06-10,"INACTIVE"
113,"3004521613","WS500113A","PG_B2",2018-06-10,"ACTIVE"
2012,"3003370799","VR503180","YH_B2",2018-06-10,"INACTIVE"
2009,"3003369069","VR503177","YH_B2",2018-06-10,"ACTIVE"
2364,"3003307276","VR502015","YH_B6",2018-06-10,"INACTIVE"
134,"3004520810","WS500134A","PG_B2",2018-06-10,"ACTIVE"
1890,"3003293226","VR502800","YH_B1",2018-06-10,"INACTIVE"
1895,"3003286908","VR502805","YH_B1",2018-06-10,"INACTIVE"
1924,"3003289668","VR502834","YH_B1",2018-06-10,"INACTIVE"
2443,"3005448647","WS500371A","PG_B4",2018-06-10,"INACTIVE"
2139,"3003485708","VR500653","YH_B4",2018-06-10,"INACTIVE"
2356,"3003307269","VR502007","YH_B6",2018-06-10,"INACTIVE"
48,"3004480290","WS500048A","PG_B1",2018-06-10,"ACTIVE"
2398,"3000726697","VR502158","YH_B7",2018-06-10,"INACTIVE"
129,"3004521097","WS500129A","PG_B2",2018-06-10,"ACTIVE"
76,"3004479799","WS500076A","PG_B1",2018-06-10,"ACTIVE"
369,"3005448455","WS500368A","PG_B4",2018-06-10,"ACTIVE"
369,"3005448455","WS500539A","PG_B4",2018-06-10,"ACTIVE"
1764,"3005448775","WS500373A","PG_B4",2018-06-10,"INACTIVE"
256,"3100249986","WS500255A","PG_B3",2018-06-10,"ACTIVE"
256,"3100249986","WS500541A","PG_B3",2018-06-10,"ACTIVE"
71,"3004480056","WS500071A","PG_B1",2018-06-10,"INACTIVE"
197,"3100250254","WS500196A","PG_B3",2018-06-10,"INACTIVE"
304,"3005448475","WS500303A","PG_B4",2018-06-10,"INACTIVE"
1918,"3003293814","VR502828","YH_B1",2018-06-10,"INACTIVE"
1870,"3003292754","VR502780","YH_B1",2018-06-10,"INACTIVE"
88,"3004479831","WS500088A","PG_B1",2018-06-10,"ACTIVE"
116,"3004520760","WS500116A","PG_B2",2018-06-10,"INACTIVE"
1913,"3003291464","VR502823","YH_B1",2018-06-10,"INACTIVE"
282,"3100250118","WS500281A","PG_B3",2018-06-10,"INACTIVE"
2021,"3003369503","VR503189","YH_B2",2018-06-10,"ACTIVE"
240,"3100249978","WS500239A","PG_B3",2018-06-10,"INACTIVE"
95,"3004521003","WS500095A","PG_B2",2018-06-10,"INACTIVE"
148,"3004521398","WS500148A","PG_B2",2018-06-10,"ACTIVE"
2082,"3000978104","VR502883","YH_B3",2018-06-10,"ACTIVE"
2158,"3003488014","VR500672","YH_B4",2018-06-10,"INACTIVE"
2327,"3003304361","VR501978","YH_B6",2018-06-10,"INACTIVE"
2297,"3000700257","VR501948","YH_B6",2018-06-10,"INACTIVE"
209,"3100250022","WS500208A","PG_B3",2018-06-10,"ACTIVE"
494,"3100159527","WS500493A","PG_B5",2018-06-10,"INACTIVE"
2402,"3100159559","WS500430A","PG_B5",2018-06-10,"INACTIVE"
2427,"3100159739","WS500520A","PG_B5",2018-06-10,"ACTIVE"
2428,"3100159731","WS500504A","PG_B5",2018-06-10,"INACTIVE"
365,"3005448579","WS500364A","PG_B4",2018-06-03,"INACTIVE"
365,"3005448579","WS500538A","PG_B4",2018-06-03,"INACTIVE"
132,"3004521979","WS500132A","PG_B2",2018-06-03,"INACTIVE"
1820,"3100159579","WS500470A","PG_B5",2018-06-03,"ACTIVE"
134,"3004520810","WS500134A","PG_B2",2018-06-03,"ACTIVE"
1792,"3004522229","WS500145A","PG_B2",2018-06-03,"ACTIVE"
219,"3100250146","WS500218A","PG_B3",2018-06-03,"ACTIVE"
265,"3100250050","WS500264A","PG_B3",2018-06-03,"ACTIVE"
2443,"3005448647","WS500371A","PG_B4",2018-06-03,"INACTIVE"
48,"3004480290","WS500048A","PG_B1",2018-06-03,"ACTIVE"
76,"3004479799","WS500076A","PG_B1",2018-06-03,"ACTIVE"
369,"3005448455","WS500368A","PG_B4",2018-06-03,"ACTIVE"
369,"3005448455","WS500539A","PG_B4",2018-06-03,"ACTIVE"
1764,"3005448775","WS500373A","PG_B4",2018-06-03,"INACTIVE"
1817,"3004480369","WS500078A","PG_B1",2018-06-03,"INACTIVE"
256,"3100249986","WS500255A","PG_B3",2018-06-03,"ACTIVE"
256,"3100249986","WS500541A","PG_B3",2018-06-03,"ACTIVE"
116,"3004520760","WS500116A","PG_B2",2018-06-03,"INACTIVE"
282,"3100250118","WS500281A","PG_B3",2018-06-03,"INACTIVE"
236,"3100250214","WS500235A","PG_B3",2018-06-03,"INACTIVE"
240,"3100249978","WS500239A","PG_B3",2018-06-03,"INACTIVE"
148,"3004521398","WS500148A","PG_B2",2018-06-03,"ACTIVE"
209,"3100250022","WS500208A","PG_B3",2018-06-03,"ACTIVE"
2416,"3004480222","WS500036A","PG_B1",2018-06-03,"INACTIVE"
2415,"3004521535","WS500097A","PG_B2",2018-06-03,"ACTIVE"
462,"3100159511","WS500461A","PG_B5",2018-06-03,"ACTIVE"
555,"3005448463","WS500380A","PG_B4",2018-06-03,"INACTIVE"
1826,"3100159603","WS500518A","PG_B5",2018-06-03,"INACTIVE"
522,"3100159807","WS500521A","PG_B5",2018-06-03,"ACTIVE"
2402,"3100159559","WS500430A","PG_B5",2018-06-03,"INACTIVE"
2428,"3100159731","WS500504A","PG_B5",2018-06-03,"INACTIVE"
456,"3100159639","WS500455A","PG_B5",2018-05-27,"ACTIVE"
365,"3005448579","WS500364A","PG_B4",2018-05-27,"INACTIVE"
365,"3005448579","WS500538A","PG_B4",2018-05-27,"INACTIVE"
185,"3100250010","WS500184A","PG_B3",2018-05-27,"ACTIVE"
132,"3004521979","WS500132A","PG_B2",2018-05-27,"INACTIVE"
2451,"3004478658","WS500007A","PG_B1",2018-05-27,"INACTIVE"
194,"3100250074","WS500193A","PG_B3",2018-05-27,"INACTIVE"
134,"3004520810","WS500134A","PG_B2",2018-05-27,"ACTIVE"
192,"3100249954","WS500191A","PG_B3",2018-05-27,"ACTIVE"
1792,"3004522229","WS500145A","PG_B2",2018-05-27,"ACTIVE"
265,"3100250050","WS500264A","PG_B3",2018-05-27,"ACTIVE"
2443,"3005448647","WS500371A","PG_B4",2018-05-27,"INACTIVE"
272,"3100249994","WS500271A","PG_B3",2018-05-27,"ACTIVE"
76,"3004479799","WS500076A","PG_B1",2018-05-27,"ACTIVE"
369,"3005448455","WS500368A","PG_B4",2018-05-27,"ACTIVE"
369,"3005448455","WS500539A","PG_B4",2018-05-27,"ACTIVE"
1817,"3004480369","WS500078A","PG_B1",2018-05-27,"INACTIVE"
1767,"3004479193","WS500009A","PG_B1",2018-05-27,"ACTIVE"
256,"3100249986","WS500255A","PG_B3",2018-05-27,"ACTIVE"
256,"3100249986","WS500541A","PG_B3",2018-05-27,"ACTIVE"
190,"3100250310","WS500189A","PG_B3",2018-05-27,"INACTIVE"
280,"3100249998","WS500279A","PG_B3",2018-05-27,"ACTIVE"
88,"3004479831","WS500088A","PG_B1",2018-05-27,"ACTIVE"
240,"3100249978","WS500239A","PG_B3",2018-05-27,"INACTIVE"
148,"3004521398","WS500148A","PG_B2",2018-05-27,"ACTIVE"
216,"3100249966","WS500215A","PG_B3",2018-05-27,"ACTIVE"
214,"3100250322","WS500213A","PG_B3",2018-05-27,"ACTIVE"
191,"3100249894","WS500190A","PG_B3",2018-05-27,"ACTIVE"
2416,"3004480222","WS500036A","PG_B1",2018-05-27,"INACTIVE"
2415,"3004521535","WS500097A","PG_B2",2018-05-27,"ACTIVE"
114,"3004521898","WS500114A","PG_B2",2018-05-27,"INACTIVE"
299,"3100250186","WS500298A","PG_B3",2018-05-27,"INACTIVE"
462,"3100159511","WS500461A","PG_B5",2018-05-27,"ACTIVE"
421,"3100159959","WS500420A","PG_B5",2018-05-27,"INACTIVE"
552,"3005448691","WS500342A","PG_B4",2018-05-27,"INACTIVE"
538,"3004479882","WS500017A","PG_B1",2018-05-27,"INACTIVE"
2403,"3004479303","WS500039A","PG_B1",2018-05-27,"INACTIVE"
2402,"3100159559","WS500430A","PG_B5",2018-05-27,"INACTIVE"
2427,"3100159739","WS500520A","PG_B5",2018-05-27,"ACTIVE"
2408,"3100159831","WS500434A","PG_B5",2018-05-27,"INACTIVE"
2428,"3100159731","WS500504A","PG_B5",2018-05-27,"INACTIVE"
456,"3100159639","WS500455A","PG_B5",2018-05-20,"ACTIVE"
365,"3005448579","WS500364A","PG_B4",2018-05-20,"INACTIVE"
365,"3005448579","WS500538A","PG_B4",2018-05-20,"INACTIVE"
231,"3100249914","WS500230A","PG_B3",2018-05-20,"ACTIVE"
377,"3005448587","WS500376A","PG_B4",2018-05-20,"ACTIVE"
377,"3005448587","WS500540A","PG_B4",2018-05-20,"ACTIVE"
132,"3004521979","WS500132A","PG_B2",2018-05-20,"INACTIVE"
134,"3004520810","WS500134A","PG_B2",2018-05-20,"ACTIVE"
1792,"3004522229","WS500145A","PG_B2",2018-05-20,"ACTIVE"
2443,"3005448647","WS500371A","PG_B4",2018-05-20,"INACTIVE"
174,"3004522107","WS500174A","PG_B2",2018-05-20,"ACTIVE"
76,"3004479799","WS500076A","PG_B1",2018-05-20,"ACTIVE"
369,"3005448455","WS500368A","PG_B4",2018-05-20,"ACTIVE"
369,"3005448455","WS500539A","PG_B4",2018-05-20,"ACTIVE"
1817,"3004480369","WS500078A","PG_B1",2018-05-20,"INACTIVE"
1767,"3004479193","WS500009A","PG_B1",2018-05-20,"ACTIVE"
256,"3100249986","WS500255A","PG_B3",2018-05-20,"ACTIVE"
256,"3100249986","WS500541A","PG_B3",2018-05-20,"ACTIVE"
88,"3004479831","WS500088A","PG_B1",2018-05-20,"ACTIVE"
240,"3100249978","WS500239A","PG_B3",2018-05-20,"INACTIVE"
148,"3004521398","WS500148A","PG_B2",2018-05-20,"ACTIVE"
2416,"3004480222","WS500036A","PG_B1",2018-05-20,"INACTIVE"
2415,"3004521535","WS500097A","PG_B2",2018-05-20,"ACTIVE"
462,"3100159511","WS500461A","PG_B5",2018-05-20,"ACTIVE"
552,"3005448691","WS500342A","PG_B4",2018-05-20,"INACTIVE"
538,"3004479882","WS500017A","PG_B1",2018-05-20,"INACTIVE"
543,"3004521276","WS500106A","PG_B2",2018-05-20,"ACTIVE"
533,"3100160015","WS500532A","PG_B5",2018-05-20,"ACTIVE"
465,"3100159711","WS500464A","PG_B5",2018-05-20,"INACTIVE"
2402,"3100159559","WS500430A","PG_B5",2018-05-20,"INACTIVE"
2427,"3100159739","WS500520A","PG_B5",2018-05-20,"ACTIVE"
2429,"3100159707","WS500456A","PG_B5",2018-05-20,"INACTIVE"
2428,"3100159731","WS500504A","PG_B5",2018-05-20,"INACTIVE"
365,"3005448579","WS500364A","PG_B4",2018-05-13,"INACTIVE"
365,"3005448579","WS500538A","PG_B4",2018-05-13,"INACTIVE"
377,"3005448587","WS500376A","PG_B4",2018-05-13,"ACTIVE"
377,"3005448587","WS500540A","PG_B4",2018-05-13,"ACTIVE"
2437,"3100159867","WS500506A","PG_B5",2018-05-13,"INACTIVE"
2466,"3005448783","WS500385A","PG_B4",2018-05-13,"INACTIVE"
1801,"3100250018","WS500200A","PG_B3",2018-05-13,"ACTIVE"
132,"3004521979","WS500132A","PG_B2",2018-05-13,"INACTIVE"
286,"3100250358","WS500285A","PG_B3",2018-05-13,"ACTIVE"
134,"3004520810","WS500134A","PG_B2",2018-05-13,"ACTIVE"
2445,"3100159771","WS500449A","PG_B5",2018-05-13,"INACTIVE"
1792,"3004522229","WS500145A","PG_B2",2018-05-13,"ACTIVE"
168,"3004522092","WS500168A","PG_B2",2018-05-13,"INACTIVE"
2443,"3005448647","WS500371A","PG_B4",2018-05-13,"INACTIVE"
174,"3004522107","WS500174A","PG_B2",2018-05-13,"ACTIVE"
76,"3004479799","WS500076A","PG_B1",2018-05-13,"ACTIVE"
275,"3100250174","WS500274A","PG_B3",2018-05-13,"INACTIVE"
369,"3005448455","WS500368A","PG_B4",2018-05-13,"ACTIVE"
369,"3005448455","WS500539A","PG_B4",2018-05-13,"ACTIVE"
1767,"3004479193","WS500009A","PG_B1",2018-05-13,"ACTIVE"
256,"3100249986","WS500255A","PG_B3",2018-05-13,"ACTIVE"
256,"3100249986","WS500541A","PG_B3",2018-05-13,"ACTIVE"
358,"3005448511","WS500357A","PG_B4",2018-05-13,"ACTIVE"
2449,"3004478872","WS500085A","PG_B1",2018-05-13,"ACTIVE"
88,"3004479831","WS500088A","PG_B1",2018-05-13,"ACTIVE"
285,"3100250298","WS500284A","PG_B3",2018-05-13,"INACTIVE"
232,"3100249974","WS500231A","PG_B3",2018-05-13,"ACTIVE"
240,"3100249978","WS500239A","PG_B3",2018-05-13,"INACTIVE"
148,"3004521398","WS500148A","PG_B2",2018-05-13,"ACTIVE"
2415,"3004521535","WS500097A","PG_B2",2018-05-13,"ACTIVE"
462,"3100159511","WS500461A","PG_B5",2018-05-13,"ACTIVE"
543,"3004521276","WS500106A","PG_B2",2018-05-13,"ACTIVE"
533,"3100160015","WS500532A","PG_B5",2018-05-13,"ACTIVE"
2402,"3100159559","WS500430A","PG_B5",2018-05-13,"INACTIVE"
2427,"3100159739","WS500520A","PG_B5",2018-05-13,"ACTIVE"
2429,"3100159707","WS500456A","PG_B5",2018-05-13,"INACTIVE"
2428,"3100159731","WS500504A","PG_B5",2018-05-13,"INACTIVE"
2431,"3004522151","WS500109A","PG_B2",2018-05-13,"INACTIVE"
365,"3005448579","WS500364A","PG_B4",2018-05-06,"INACTIVE"
365,"3005448579","WS500538A","PG_B4",2018-05-06,"INACTIVE"
377,"3005448587","WS500376A","PG_B4",2018-05-06,"ACTIVE"
377,"3005448587","WS500540A","PG_B4",2018-05-06,"ACTIVE"
2437,"3100159867","WS500506A","PG_B5",2018-05-06,"INACTIVE"
415,"3100159551","WS500414A","PG_B5",2018-05-06,"INACTIVE"
132,"3004521979","WS500132A","PG_B2",2018-05-06,"INACTIVE"
454,"3100159507","WS500453A","PG_B5",2018-05-06,"ACTIVE"
134,"3004520810","WS500134A","PG_B2",2018-05-06,"ACTIVE"
1792,"3004522229","WS500145A","PG_B2",2018-05-06,"ACTIVE"
219,"3100250146","WS500218A","PG_B3",2018-05-06,"ACTIVE"
21,"3004479244","WS500021A","PG_B1",2018-05-06,"INACTIVE"
369,"3005448455","WS500368A","PG_B4",2018-05-06,"ACTIVE"
369,"3005448455","WS500539A","PG_B4",2018-05-06,"ACTIVE"
256,"3100249986","WS500255A","PG_B3",2018-05-06,"ACTIVE"
256,"3100249986","WS500541A","PG_B3",2018-05-06,"ACTIVE"
2449,"3004478872","WS500085A","PG_B1",2018-05-06,"ACTIVE"
88,"3004479831","WS500088A","PG_B1",2018-05-06,"ACTIVE"
116,"3004520760","WS500116A","PG_B2",2018-05-06,"INACTIVE"
240,"3100249978","WS500239A","PG_B3",2018-05-06,"INACTIVE"
2416,"3004480222","WS500036A","PG_B1",2018-05-06,"INACTIVE"
2415,"3004521535","WS500097A","PG_B2",2018-05-06,"ACTIVE"
462,"3100159511","WS500461A","PG_B5",2018-05-06,"ACTIVE"
421,"3100159959","WS500420A","PG_B5",2018-05-06,"INACTIVE"
538,"3004479882","WS500017A","PG_B1",2018-05-06,"INACTIVE"
543,"3004521276","WS500106A","PG_B2",2018-05-06,"ACTIVE"
465,"3100159711","WS500464A","PG_B5",2018-05-06,"INACTIVE"
2402,"3100159559","WS500430A","PG_B5",2018-05-06,"INACTIVE"
2431,"3004522151","WS500109A","PG_B2",2018-05-06,"INACTIVE"
365,"3005448579","WS500364A","PG_B4",2018-04-29,"INACTIVE"
365,"3005448579","WS500538A","PG_B4",2018-04-29,"INACTIVE"
2479,"3005448527","WS500381A","PG_B4",2018-04-29,"INACTIVE"
231,"3100249914","WS500230A","PG_B3",2018-04-29,"ACTIVE"
