"site","block","service_point_sn","pub_cust_id","meter_sn","meter_type","supply","floor","month.end","MonthlyConsumption","NetConsumption"
"Punggol","PG_B3","3100250330","008928193419","WS500229A","SUB","Indirect","#08","2018-03-31",15020,"18667"
"Punggol","PG_B3","3100250330","008928193419","WS500229A","SUB","Indirect","#08","2018-04-30",14446,"40986"
"Punggol","PG_B3","3100250330","008928193419","WS500229A","SUB","Indirect","#08","2018-05-31",17663,"51746"
"Punggol","PG_B3","3100250330","008928193419","WS500229A","SUB","Indirect","#08","2018-06-30",16753,"8517"
"Punggol","PG_B3","3100250330","008928193419","WS500229A","SUB","Indirect","#08","2018-07-31",16538,"36401"
"Punggol","PG_B3","3100250334","008927616261","WS500237A","SUB","Indirect","#09","2017-08-31",13099,"24537"
"Punggol","PG_B3","3100250334","008927616261","WS500237A","SUB","Indirect","#09","2017-09-30",15281,"19031"
"Punggol","PG_B3","3100250334","008927616261","WS500237A","SUB","Indirect","#09","2017-10-31",16161,"11509"
"Punggol","PG_B3","3100250334","008927616261","WS500237A","SUB","Indirect","#09","2017-11-30",15610,"19860"
"Punggol","PG_B3","3100250334","008927616261","WS500237A","SUB","Indirect","#09","2017-12-31",15445,"88786"
"Punggol","PG_B3","3100250334","008927616261","WS500237A","SUB","Indirect","#09","2018-01-31",15984,"37344"
"Punggol","PG_B3","3100250334","008927616261","WS500237A","SUB","Indirect","#09","2018-02-28",15808,"27049"
"Punggol","PG_B3","3100250334","008927616261","WS500237A","SUB","Indirect","#09","2018-03-31",21733,"18667"
"Punggol","PG_B3","3100250334","008927616261","WS500237A","SUB","Indirect","#09","2018-04-30",22799,"40986"
"Punggol","PG_B3","3100250334","008927616261","WS500237A","SUB","Indirect","#09","2018-05-31",21667,"51746"
"Punggol","PG_B3","3100250334","008927616261","WS500237A","SUB","Indirect","#09","2018-06-30",25005,"8517"
"Punggol","PG_B3","3100250334","008927616261","WS500237A","SUB","Indirect","#09","2018-07-31",22091,"36401"
"Punggol","PG_B3","3100250338","008927354681","WS500245A","SUB","Indirect","#10","2017-08-31",14098,"24537"
"Punggol","PG_B3","3100250338","008927354681","WS500245A","SUB","Indirect","#10","2017-09-30",15491,"19031"
"Punggol","PG_B3","3100250338","008927354681","WS500245A","SUB","Indirect","#10","2017-10-31",13619,"11509"
"Punggol","PG_B3","3100250338","008927354681","WS500245A","SUB","Indirect","#10","2017-11-30",13475,"19860"
"Punggol","PG_B3","3100250338","008927354681","WS500245A","SUB","Indirect","#10","2017-12-31",18193,"88786"
"Punggol","PG_B3","3100250338","008927354681","WS500245A","SUB","Indirect","#10","2018-01-31",13637,"37344"
"Punggol","PG_B3","3100250338","008927354681","WS500245A","SUB","Indirect","#10","2018-02-28",16391,"27049"
"Punggol","PG_B3","3100250338","008927354681","WS500245A","SUB","Indirect","#10","2018-03-31",18689,"18667"
"Punggol","PG_B3","3100250338","008927354681","WS500245A","SUB","Indirect","#10","2018-04-30",14317,"40986"
"Punggol","PG_B3","3100250338","008927354681","WS500245A","SUB","Indirect","#10","2018-05-31",17731,"51746"
"Punggol","PG_B3","3100250338","008927354681","WS500245A","SUB","Indirect","#10","2018-06-30",17839,"8517"
"Punggol","PG_B3","3100250338","008927354681","WS500245A","SUB","Indirect","#10","2018-07-31",16959,"36401"
"Punggol","PG_B3","3100250342","008928746661","WS500253A","SUB","Indirect","#11","2017-08-31",7977,"24537"
"Punggol","PG_B3","3100250342","008928746661","WS500253A","SUB","Indirect","#11","2017-09-30",10043,"19031"
"Punggol","PG_B3","3100250342","008928746661","WS500253A","SUB","Indirect","#11","2017-10-31",11790,"11509"
"Punggol","PG_B3","3100250342","008928746661","WS500253A","SUB","Indirect","#11","2017-11-30",11079,"19860"
"Punggol","PG_B3","3100250342","008928746661","WS500253A","SUB","Indirect","#11","2017-12-31",11793,"88786"
"Punggol","PG_B3","3100250342","008928746661","WS500253A","SUB","Indirect","#11","2018-01-31",11537,"37344"
"Punggol","PG_B3","3100250342","008928746661","WS500253A","SUB","Indirect","#11","2018-02-28",10304,"27049"
"Punggol","PG_B3","3100250342","008928746661","WS500253A","SUB","Indirect","#11","2018-03-31",9641,"18667"
"Punggol","PG_B3","3100250342","008928746661","WS500253A","SUB","Indirect","#11","2018-04-30",9483,"40986"
"Punggol","PG_B3","3100250342","008928746661","WS500253A","SUB","Indirect","#11","2018-05-31",9911,"51746"
"Punggol","PG_B3","3100250342","008928746661","WS500253A","SUB","Indirect","#11","2018-06-30",9611,"8517"
"Punggol","PG_B3","3100250342","008928746661","WS500253A","SUB","Indirect","#11","2018-07-31",8302,"36401"
"Punggol","PG_B3","3100250346","008927580178","WS500261A","SUB","Indirect","#12","2017-08-31",5909,"24537"
"Punggol","PG_B3","3100250346","008927580178","WS500261A","SUB","Indirect","#12","2017-09-30",6460,"19031"
"Punggol","PG_B3","3100250346","008927580178","WS500261A","SUB","Indirect","#12","2017-10-31",6100,"11509"
"Punggol","PG_B3","3100250346","008927580178","WS500261A","SUB","Indirect","#12","2017-11-30",6269,"19860"
"Punggol","PG_B3","3100250346","008927580178","WS500261A","SUB","Indirect","#12","2017-12-31",5286,"88786"
"Punggol","PG_B3","3100250346","008927580178","WS500261A","SUB","Indirect","#12","2018-01-31",6077,"37344"
"Punggol","PG_B3","3100250346","008927580178","WS500261A","SUB","Indirect","#12","2018-02-28",6448,"27049"
"Punggol","PG_B3","3100250346","008927580178","WS500261A","SUB","Indirect","#12","2018-03-31",6796,"18667"
"Punggol","PG_B3","3100250346","008927580178","WS500261A","SUB","Indirect","#12","2018-04-30",6328,"40986"
"Punggol","PG_B3","3100250346","008927580178","WS500261A","SUB","Indirect","#12","2018-05-31",6643,"51746"
"Punggol","PG_B3","3100250346","008927580178","WS500261A","SUB","Indirect","#12","2018-06-30",6482,"8517"
"Punggol","PG_B3","3100250346","008927580178","WS500261A","SUB","Indirect","#12","2018-07-31",7035,"36401"
"Punggol","PG_B3","3100250350","008937307414","WS500269A","SUB","Indirect","#13","2017-08-31",7466,"24537"
"Punggol","PG_B3","3100250350","008937307414","WS500269A","SUB","Indirect","#13","2017-09-30",11129,"19031"
"Punggol","PG_B3","3100250350","008937307414","WS500269A","SUB","Indirect","#13","2017-10-31",12089,"11509"
"Punggol","PG_B3","3100250350","008937307414","WS500269A","SUB","Indirect","#13","2017-11-30",11931,"19860"
"Punggol","PG_B3","3100250350","008937307414","WS500269A","SUB","Indirect","#13","2017-12-31",12320,"88786"
"Punggol","PG_B3","3100250350","008937307414","WS500269A","SUB","Indirect","#13","2018-01-31",7215,"37344"
"Punggol","PG_B3","3100250350","008937307414","WS500269A","SUB","Indirect","#13","2018-02-28",10569,"27049"
"Punggol","PG_B3","3100250350","008937307414","WS500269A","SUB","Indirect","#13","2018-03-31",20408,"18667"
"Punggol","PG_B3","3100250350","008937307414","WS500269A","SUB","Indirect","#13","2018-04-30",21008,"40986"
"Punggol","PG_B3","3100250350","008937307414","WS500269A","SUB","Indirect","#13","2018-05-31",21838,"51746"
"Punggol","PG_B3","3100250350","008937307414","WS500269A","SUB","Indirect","#13","2018-06-30",19199,"8517"
"Punggol","PG_B3","3100250350","008937307414","WS500269A","SUB","Indirect","#13","2018-07-31",29704,"36401"
"Punggol","PG_B3","3100250354","008927348113","WS500277A","SUB","Indirect","#14","2017-08-31",7639,"24537"
"Punggol","PG_B3","3100250354","008927348113","WS500277A","SUB","Indirect","#14","2017-09-30",10031,"19031"
"Punggol","PG_B3","3100250354","008927348113","WS500277A","SUB","Indirect","#14","2017-10-31",9526,"11509"
"Punggol","PG_B3","3100250354","008927348113","WS500277A","SUB","Indirect","#14","2017-11-30",9770,"19860"
"Punggol","PG_B3","3100250354","008927348113","WS500277A","SUB","Indirect","#14","2017-12-31",10484,"88786"
"Punggol","PG_B3","3100250354","008927348113","WS500277A","SUB","Indirect","#14","2018-01-31",10795,"37344"
"Punggol","PG_B3","3100250354","008927348113","WS500277A","SUB","Indirect","#14","2018-02-28",9150,"27049"
"Punggol","PG_B3","3100250354","008927348113","WS500277A","SUB","Indirect","#14","2018-03-31",10645,"18667"
"Punggol","PG_B3","3100250354","008927348113","WS500277A","SUB","Indirect","#14","2018-04-30",11203,"40986"
"Punggol","PG_B3","3100250354","008927348113","WS500277A","SUB","Indirect","#14","2018-05-31",10648,"51746"
"Punggol","PG_B3","3100250354","008927348113","WS500277A","SUB","Indirect","#14","2018-06-30",11420,"8517"
"Punggol","PG_B3","3100250354","008927348113","WS500277A","SUB","Indirect","#14","2018-07-31",11957,"36401"
"Punggol","PG_B3","3100250358","008927644776","WS500285A","SUB","Indirect","#15","2017-08-31",8057,"24537"
"Punggol","PG_B3","3100250358","008927644776","WS500285A","SUB","Indirect","#15","2017-09-30",9851,"19031"
"Punggol","PG_B3","3100250358","008927644776","WS500285A","SUB","Indirect","#15","2017-10-31",9808,"11509"
"Punggol","PG_B3","3100250358","008927644776","WS500285A","SUB","Indirect","#15","2017-11-30",6229,"19860"
"Punggol","PG_B3","3100250358","008927644776","WS500285A","SUB","Indirect","#15","2017-12-31",8775,"88786"
"Punggol","PG_B3","3100250358","008927644776","WS500285A","SUB","Indirect","#15","2018-01-31",9323,"37344"
"Punggol","PG_B3","3100250358","008927644776","WS500285A","SUB","Indirect","#15","2018-02-28",10045,"27049"
"Punggol","PG_B3","3100250358","008927644776","WS500285A","SUB","Indirect","#15","2018-03-31",9604,"18667"
"Punggol","PG_B3","3100250358","008927644776","WS500285A","SUB","Indirect","#15","2018-04-30",4978,"40986"
"Punggol","PG_B3","3100250358","008927644776","WS500285A","SUB","Indirect","#15","2018-05-31",11630,"51746"
"Punggol","PG_B3","3100250358","008927644776","WS500285A","SUB","Indirect","#15","2018-06-30",9823,"8517"
"Punggol","PG_B3","3100250358","008927644776","WS500285A","SUB","Indirect","#15","2018-07-31",9840,"36401"
"Punggol","PG_B3","3100250362","008927309081","WS500293A","SUB","Indirect","#16","2017-08-31",9355,"24537"
"Punggol","PG_B3","3100250362","008927309081","WS500293A","SUB","Indirect","#16","2017-09-30",13113,"19031"
"Punggol","PG_B3","3100250362","008927309081","WS500293A","SUB","Indirect","#16","2017-10-31",10655,"11509"
"Punggol","PG_B3","3100250362","008927309081","WS500293A","SUB","Indirect","#16","2017-11-30",9106,"19860"
"Punggol","PG_B3","3100250362","008927309081","WS500293A","SUB","Indirect","#16","2017-12-31",11275,"88786"
"Punggol","PG_B3","3100250362","008927309081","WS500293A","SUB","Indirect","#16","2018-01-31",10538,"37344"
"Punggol","PG_B3","3100250362","008927309081","WS500293A","SUB","Indirect","#16","2018-02-28",9912,"27049"
"Punggol","PG_B3","3100250362","008927309081","WS500293A","SUB","Indirect","#16","2018-03-31",19101,"18667"
"Punggol","PG_B3","3100250362","008927309081","WS500293A","SUB","Indirect","#16","2018-04-30",13480,"40986"
"Punggol","PG_B3","3100250362","008927309081","WS500293A","SUB","Indirect","#16","2018-05-31",12818,"51746"
"Punggol","PG_B3","3100250362","008927309081","WS500293A","SUB","Indirect","#16","2018-06-30",14843,"8517"
"Punggol","PG_B3","3100250362","008927309081","WS500293A","SUB","Indirect","#16","2018-07-31",13528,"36401"
"Punggol","PG_B3","3100250366","008927779051","WS500301A","SUB","Indirect","#17","2017-08-31",13077,"24537"
"Punggol","PG_B3","3100250366","008927779051","WS500301A","SUB","Indirect","#17","2017-09-30",17537,"19031"
"Punggol","PG_B3","3100250366","008927779051","WS500301A","SUB","Indirect","#17","2017-10-31",18564,"11509"
"Punggol","PG_B3","3100250366","008927779051","WS500301A","SUB","Indirect","#17","2017-11-30",20085,"19860"
"Punggol","PG_B3","3100250366","008927779051","WS500301A","SUB","Indirect","#17","2017-12-31",21927,"88786"
"Punggol","PG_B3","3100250366","008927779051","WS500301A","SUB","Indirect","#17","2018-01-31",19629,"37344"
"Punggol","PG_B3","3100250366","008927779051","WS500301A","SUB","Indirect","#17","2018-02-28",17814,"27049"
"Punggol","PG_B3","3100250366","008927779051","WS500301A","SUB","Indirect","#17","2018-03-31",17882,"18667"
"Punggol","PG_B3","3100250366","008927779051","WS500301A","SUB","Indirect","#17","2018-04-30",18891,"40986"
"Punggol","PG_B3","3100250366","008927779051","WS500301A","SUB","Indirect","#17","2018-05-31",17873,"51746"
"Punggol","PG_B3","3100250366","008927779051","WS500301A","SUB","Indirect","#17","2018-06-30",18074,"8517"
"Punggol","PG_B3","3100250366","008927779051","WS500301A","SUB","Indirect","#17","2018-07-31",20543,"36401"
"Punggol","PG_B3","3100781147B","008927666241","SM180825","BYPASS","Indirect","#01","2017-08-31",16455,"24537"
"Punggol","PG_B3","3100781147B","008927666241","SM180825","BYPASS","Indirect","#01","2017-09-30",22749,"19031"
"Punggol","PG_B3","3100781147B","008927666241","SM180825","BYPASS","Indirect","#01","2017-10-31",23236,"11509"
"Punggol","PG_B3","3100781147B","008927666241","SM180825","BYPASS","Indirect","#01","2017-11-30",22392,"19860"
"Punggol","PG_B3","3100781147B","008927666241","SM180825","BYPASS","Indirect","#01","2017-12-31",25670,"88786"
"Punggol","PG_B3","3100781147B","008927666241","SM180825","BYPASS","Indirect","#01","2018-01-31",24857,"37344"
"Punggol","PG_B3","3100781147B","008927666241","SM180825","BYPASS","Indirect","#01","2018-02-28",23661,"27049"
"Punggol","PG_B3","3100781147B","008927666241","SM180825","BYPASS","Indirect","#01","2018-03-31",25857,"18667"
"Punggol","PG_B3","3100781147B","008927666241","SM180825","BYPASS","Indirect","#01","2018-04-30",25407,"40986"
"Punggol","PG_B3","3100781147B","008927666241","SM180825","BYPASS","Indirect","#01","2018-05-31",29837,"51746"
"Punggol","PG_B3","3100781147B","008927666241","SM180825","BYPASS","Indirect","#01","2018-06-30",26414,"8517"
"Punggol","PG_B3","3100781147B","008927666241","SM180825","BYPASS","Indirect","#01","2018-07-31",26144,"36401"
"Punggol","PG_B3","3100781147M","008927666241","SM690825","MAIN","Indirect","#01","2017-08-31",737000,"24537"
"Punggol","PG_B3","3100781147M","008927666241","SM690825","MAIN","Indirect","#01","2017-09-30",1012100,"19031"
"Punggol","PG_B3","3100781147M","008927666241","SM690825","MAIN","Indirect","#01","2017-10-31",1020706,"11509"
"Punggol","PG_B3","3100781147M","008927666241","SM690825","MAIN","Indirect","#01","2017-11-30",968194,"19860"
"Punggol","PG_B3","3100781147M","008927666241","SM690825","MAIN","Indirect","#01","2017-12-31",1049551,"88786"
"Punggol","PG_B3","3100781147M","008927666241","SM690825","MAIN","Indirect","#01","2018-01-31",1016949,"37344"
"Punggol","PG_B3","3100781147M","008927666241","SM690825","MAIN","Indirect","#01","2018-02-28",962600,"27049"
"Punggol","PG_B3","3100781147M","008927666241","SM690825","MAIN","Indirect","#01","2018-03-31",1044600,"18667"
"Punggol","PG_B3","3100781147M","008927666241","SM690825","MAIN","Indirect","#01","2018-04-30",1036102,"40986"
"Punggol","PG_B3","3100781147M","008927666241","SM690825","MAIN","Indirect","#01","2018-05-31",1131252,"51746"
"Punggol","PG_B3","3100781147M","008927666241","SM690825","MAIN","Indirect","#01","2018-06-30",1083718,"8517"
"Punggol","PG_B3","3100781147M","008927666241","SM690825","MAIN","Indirect","#01","2018-07-31",1127807,"36401"
"Punggol","PG_B3","3100898661","008927666241","DM470054","MAIN","Direct","#01","2017-08-31",200000,"12514"
"Punggol","PG_B3","3100898661","008927666241","DM470054","MAIN","Direct","#01","2017-09-30",269454,"17385"
"Punggol","PG_B3","3100898661","008927666241","DM470054","MAIN","Direct","#01","2017-10-31",303629,"22378"
"Punggol","PG_B3","3100898661","008927666241","DM470054","MAIN","Direct","#01","2017-11-30",276258,"14291"
"Punggol","PG_B3","3100898661","008927666241","DM470054","MAIN","Direct","#01","2017-12-31",305333,"19297"
"Punggol","PG_B3","3100898661","008927666241","DM470054","MAIN","Direct","#01","2018-01-31",333555,"21058"
"Punggol","PG_B3","3100898661","008927666241","DM470054","MAIN","Direct","#01","2018-02-28",296031,"18908"
"Punggol","PG_B3","3100898661","008927666241","DM470054","MAIN","Direct","#01","2018-03-31",329521,"19799"
"Punggol","PG_B3","3100898661","008927666241","DM470054","MAIN","Direct","#01","2018-04-30",292739,"17844"
"Punggol","PG_B3","3100898661","008927666241","DM470054","MAIN","Direct","#01","2018-05-31",292070,"16867"
"Punggol","PG_B3","3100898661","008927666241","DM470054","MAIN","Direct","#01","2018-06-30",284140,"17405"
"Punggol","PG_B3","3100898661","008927666241","DM470054","MAIN","Direct","#01","2018-07-31",308100,"-506066"
"Punggol","PG_B3","3101127564","008929556978","DM272907A","SUB","Direct","#02","2017-08-31",53251,"12514"
"Punggol","PG_B3","3101127564","008929556978","DM272907A","SUB","Direct","#02","2017-09-30",69462,"17385"
"Punggol","PG_B3","3101127564","008929556978","DM272907A","SUB","Direct","#02","2017-10-31",80303,"22378"
"Punggol","PG_B3","3101127564","008929556978","DM272907A","SUB","Direct","#02","2017-11-30",74305,"14291"
"Punggol","PG_B3","3101127564","008929556978","DM272907A","SUB","Direct","#02","2017-12-31",66543,"19297"
"Punggol","PG_B3","3101127564","008929556978","DM272907A","SUB","Direct","#02","2018-01-31",92185,"21058"
"Punggol","PG_B3","3101127564","008929556978","DM272907A","SUB","Direct","#02","2018-02-28",78477,"18908"
"Punggol","PG_B3","3101127564","008929556978","DM272907A","SUB","Direct","#02","2018-03-31",111894,"19799"
"Punggol","PG_B3","3101127564","008929556978","DM272907A","SUB","Direct","#02","2018-04-30",83681,"17844"
"Punggol","PG_B3","3101127564","008929556978","DM272907A","SUB","Direct","#02","2018-05-31",90416,"16867"
"Punggol","PG_B3","3101127564","008929556978","DM272907A","SUB","Direct","#02","2018-06-30",84412,"17405"
"Punggol","PG_B3","3101127564","008929556978","DM272907A","SUB","Direct","#02","2018-07-31",618829,"-506066"
"Punggol","PG_B4","3005448411","008938135830","WS500302A","SUB","Direct","#02","2017-08-31",4768,"3192"
"Punggol","PG_B4","3005448411","008938135830","WS500302A","SUB","Direct","#02","2017-09-30",9561,"947"
"Punggol","PG_B4","3005448411","008938135830","WS500302A","SUB","Direct","#02","2017-10-31",10025,"3567"
"Punggol","PG_B4","3005448411","008938135830","WS500302A","SUB","Direct","#02","2017-11-30",9629,"3313"
"Punggol","PG_B4","3005448411","008938135830","WS500302A","SUB","Direct","#02","2017-12-31",9092,"3204"
"Punggol","PG_B4","3005448411","008938135830","WS500302A","SUB","Direct","#02","2018-01-31",9939,"2877"
"Punggol","PG_B4","3005448411","008938135830","WS500302A","SUB","Direct","#02","2018-02-28",8663,"2142"
"Punggol","PG_B4","3005448411","008938135830","WS500302A","SUB","Direct","#02","2018-03-31",10176,"2670"
"Punggol","PG_B4","3005448411","008938135830","WS500302A","SUB","Direct","#02","2018-04-30",8886,"NA"
"Punggol","PG_B4","3005448411","008938135830","WS500302A","SUB","Direct","#02","2018-05-31",9493,"1964"
"Punggol","PG_B4","3005448411","008938135830","WS500302A","SUB","Direct","#02","2018-06-30",4874,"1835"
"Punggol","PG_B4","3005448411","008938135830","WS500302A","SUB","Direct","#02","2018-07-31",2149,"NA"
"Punggol","PG_B4","3005448415","008921302629","WS500308A","SUB","Direct","#03","2017-08-31",23963,"3192"
"Punggol","PG_B4","3005448415","008921302629","WS500308A","SUB","Direct","#03","2017-09-30",31936,"947"
"Punggol","PG_B4","3005448415","008921302629","WS500308A","SUB","Direct","#03","2017-10-31",31827,"3567"
"Punggol","PG_B4","3005448415","008921302629","WS500308A","SUB","Direct","#03","2017-11-30",30334,"3313"
"Punggol","PG_B4","3005448415","008921302629","WS500308A","SUB","Direct","#03","2017-12-31",29211,"3204"
"Punggol","PG_B4","3005448415","008921302629","WS500308A","SUB","Direct","#03","2018-01-31",35955,"2877"
"Punggol","PG_B4","3005448415","008921302629","WS500308A","SUB","Direct","#03","2018-02-28",32141,"2142"
"Punggol","PG_B4","3005448415","008921302629","WS500308A","SUB","Direct","#03","2018-03-31",33536,"2670"
"Punggol","PG_B4","3005448415","008921302629","WS500308A","SUB","Direct","#03","2018-04-30",32329,"NA"
"Punggol","PG_B4","3005448415","008921302629","WS500308A","SUB","Direct","#03","2018-05-31",33358,"1964"
"Punggol","PG_B4","3005448415","008921302629","WS500308A","SUB","Direct","#03","2018-06-30",28961,"1835"
"Punggol","PG_B4","3005448415","008921302629","WS500308A","SUB","Direct","#03","2018-07-31",36516,"NA"
"Punggol","PG_B4","3005448419","008921235118","WS500314A","SUB","Direct","#04","2017-08-31",8252,"3192"
"Punggol","PG_B4","3005448419","008921235118","WS500314A","SUB","Direct","#04","2017-09-30",16354,"947"
"Punggol","PG_B4","3005448419","008921235118","WS500314A","SUB","Direct","#04","2017-10-31",14582,"3567"
"Punggol","PG_B4","3005448419","008921235118","WS500314A","SUB","Direct","#04","2017-11-30",9706,"3313"
"Punggol","PG_B4","3005448419","008921235118","WS500314A","SUB","Direct","#04","2017-12-31",7734,"3204"
"Punggol","PG_B4","3005448419","008921235118","WS500314A","SUB","Direct","#04","2018-01-31",1341,"2877"
"Punggol","PG_B4","3005448419","008921235118","WS500314A","SUB","Direct","#04","2018-02-28",2682,"2142"
"Punggol","PG_B4","3005448419","008921235118","WS500314A","SUB","Direct","#04","2018-03-31",2910,"2670"
"Punggol","PG_B4","3005448419","008921235118","WS500314A","SUB","Direct","#04","2018-04-30",3215,"NA"
"Punggol","PG_B4","3005448419","008921235118","WS500314A","SUB","Direct","#04","2018-05-31",2981,"1964"
"Punggol","PG_B4","3005448419","008921235118","WS500314A","SUB","Direct","#04","2018-06-30",3706,"1835"
"Punggol","PG_B4","3005448419","008921235118","WS500314A","SUB","Direct","#04","2018-07-31",4580,"NA"
"Punggol","PG_B4","3005448423","008921027481","WS500320A","SUB","Indirect","#05","2017-08-31",3318,"20858"
"Punggol","PG_B4","3005448423","008921027481","WS500320A","SUB","Indirect","#05","2017-09-30",4449,"30893"
"Punggol","PG_B4","3005448423","008921027481","WS500320A","SUB","Indirect","#05","2017-10-31",5058,"30149"
"Punggol","PG_B4","3005448423","008921027481","WS500320A","SUB","Indirect","#05","2017-11-30",4623,"30063"
"Punggol","PG_B4","3005448423","008921027481","WS500320A","SUB","Indirect","#05","2017-12-31",3938,"59045"
"Punggol","PG_B4","3005448423","008921027481","WS500320A","SUB","Indirect","#05","2018-01-31",4740,"51539"
"Punggol","PG_B4","3005448423","008921027481","WS500320A","SUB","Indirect","#05","2018-02-28",3408,"78573"
"Punggol","PG_B4","3005448423","008921027481","WS500320A","SUB","Indirect","#05","2018-03-31",4823,"53979"
"Punggol","PG_B4","3005448423","008921027481","WS500320A","SUB","Indirect","#05","2018-04-30",4549,"NA"
"Punggol","PG_B4","3005448423","008921027481","WS500320A","SUB","Indirect","#05","2018-05-31",4552,"44309"
"Punggol","PG_B4","3005448423","008921027481","WS500320A","SUB","Indirect","#05","2018-06-30",4105,"52702"
"Punggol","PG_B4","3005448423","008921027481","WS500320A","SUB","Indirect","#05","2018-07-31",4587,"NA"
"Punggol","PG_B4","3005448427","008936691552","WS500326A","SUB","Indirect","#06","2017-08-31",14097,"20858"
"Punggol","PG_B4","3005448427","008936691552","WS500326A","SUB","Indirect","#06","2017-09-30",12604,"30893"
"Punggol","PG_B4","3005448427","008936691552","WS500326A","SUB","Indirect","#06","2017-10-31",12383,"30149"
"Punggol","PG_B4","3005448427","008936691552","WS500326A","SUB","Indirect","#06","2017-11-30",11360,"30063"
"Punggol","PG_B4","3005448427","008936691552","WS500326A","SUB","Indirect","#06","2017-12-31",6467,"59045"
"Punggol","PG_B4","3005448427","008936691552","WS500326A","SUB","Indirect","#06","2018-01-31",8743,"51539"
"Punggol","PG_B4","3005448427","008936691552","WS500326A","SUB","Indirect","#06","2018-02-28",8274,"78573"
"Punggol","PG_B4","3005448427","008936691552","WS500326A","SUB","Indirect","#06","2018-03-31",10294,"53979"
"Punggol","PG_B4","3005448427","008936691552","WS500326A","SUB","Indirect","#06","2018-04-30",10090,"NA"
"Punggol","PG_B4","3005448427","008936691552","WS500326A","SUB","Indirect","#06","2018-05-31",9547,"44309"
"Punggol","PG_B4","3005448427","008936691552","WS500326A","SUB","Indirect","#06","2018-06-30",9063,"52702"
"Punggol","PG_B4","3005448427","008936691552","WS500326A","SUB","Indirect","#06","2018-07-31",10192,"NA"
"Punggol","PG_B4","3005448431","008921056332","WS500332A","SUB","Indirect","#07","2017-08-31",3035,"20858"
"Punggol","PG_B4","3005448431","008921056332","WS500332A","SUB","Indirect","#07","2017-09-30",2663,"30893"
"Punggol","PG_B4","3005448431","008921056332","WS500332A","SUB","Indirect","#07","2017-10-31",4153,"30149"
"Punggol","PG_B4","3005448431","008921056332","WS500332A","SUB","Indirect","#07","2017-11-30",7893,"30063"
"Punggol","PG_B4","3005448431","008921056332","WS500332A","SUB","Indirect","#07","2017-12-31",8033,"59045"
"Punggol","PG_B4","3005448431","008921056332","WS500332A","SUB","Indirect","#07","2018-01-31",7587,"51539"
"Punggol","PG_B4","3005448431","008921056332","WS500332A","SUB","Indirect","#07","2018-02-28",7059,"78573"
"Punggol","PG_B4","3005448431","008921056332","WS500332A","SUB","Indirect","#07","2018-03-31",7417,"53979"
"Punggol","PG_B4","3005448431","008921056332","WS500332A","SUB","Indirect","#07","2018-04-30",4958,"NA"
"Punggol","PG_B4","3005448431","008921056332","WS500332A","SUB","Indirect","#07","2018-05-31",5593,"44309"
"Punggol","PG_B4","3005448431","008921056332","WS500332A","SUB","Indirect","#07","2018-06-30",4963,"52702"
"Punggol","PG_B4","3005448431","008921056332","WS500332A","SUB","Indirect","#07","2018-07-31",5975,"NA"
"Punggol","PG_B4","3005448435","008921444330","WS500338A","SUB","Indirect","#08","2017-08-31",5039,"20858"
"Punggol","PG_B4","3005448435","008921444330","WS500338A","SUB","Indirect","#08","2017-09-30",15333,"30893"
"Punggol","PG_B4","3005448435","008921444330","WS500338A","SUB","Indirect","#08","2017-10-31",15383,"30149"
"Punggol","PG_B4","3005448435","008921444330","WS500338A","SUB","Indirect","#08","2017-11-30",11260,"30063"
"Punggol","PG_B4","3005448435","008921444330","WS500338A","SUB","Indirect","#08","2017-12-31",11197,"59045"
"Punggol","PG_B4","3005448435","008921444330","WS500338A","SUB","Indirect","#08","2018-01-31",10505,"51539"
"Punggol","PG_B4","3005448435","008921444330","WS500338A","SUB","Indirect","#08","2018-02-28",10029,"78573"
"Punggol","PG_B4","3005448435","008921444330","WS500338A","SUB","Indirect","#08","2018-03-31",11241,"53979"
"Punggol","PG_B4","3005448435","008921444330","WS500338A","SUB","Indirect","#08","2018-04-30",11244,"NA"
"Punggol","PG_B4","3005448435","008921444330","WS500338A","SUB","Indirect","#08","2018-05-31",10499,"44309"
"Punggol","PG_B4","3005448435","008921444330","WS500338A","SUB","Indirect","#08","2018-06-30",12537,"52702"
"Punggol","PG_B4","3005448435","008921444330","WS500338A","SUB","Indirect","#08","2018-07-31",12305,"NA"
"Punggol","PG_B4","3005448439","008937447996","WS500344A","SUB","Indirect","#09","2017-08-31",5175,"20858"
"Punggol","PG_B4","3005448439","008937447996","WS500344A","SUB","Indirect","#09","2017-09-30",7870,"30893"
"Punggol","PG_B4","3005448439","008937447996","WS500344A","SUB","Indirect","#09","2017-10-31",7147,"30149"
"Punggol","PG_B4","3005448439","008937447996","WS500344A","SUB","Indirect","#09","2017-11-30",6539,"30063"
"Punggol","PG_B4","3005448439","008937447996","WS500344A","SUB","Indirect","#09","2017-12-31",6545,"59045"
"Punggol","PG_B4","3005448439","008937447996","WS500344A","SUB","Indirect","#09","2018-01-31",6585,"51539"
"Punggol","PG_B4","3005448439","008937447996","WS500344A","SUB","Indirect","#09","2018-02-28",6467,"78573"
"Punggol","PG_B4","3005448439","008937447996","WS500344A","SUB","Indirect","#09","2018-03-31",5925,"53979"
